event_time,event_name,surface,num_of_sets,playerA,playerB,winner,score,round,duration_minutes,a_aces,a_double_faults,a_first_serve_hits,a_first_serve_total,a_first_serve_won,a_first_serve_played,a_second_serve_won,a_second_serve_played,a_break_points_saved,a_break_points_total,a_service_games,a_service_points_won,a_service_points_total,b_aces,b_double_faults,b_first_serve_hits,b_first_serve_total,b_first_serve_won,b_first_serve_played,b_second_serve_won,b_second_serve_played,b_break_points_saved,b_break_points_total,b_service_games,b_service_points_won,b_service_points_total
2015-01-05 00:00:00.000,Qatar ExxonMobil Open Qatar ATP World Tour 250,HARD,2,Michael Berrer,Rafael Nadal,Michael Berrer,1-6; 6-3; 6-4,R32,116,6,2,68,89,47,68,11,21,10,12,13,58,89,2,1,48,72,34,48,15,24,2,4,13,49,72
2015-01-05 00:00:00.000,Qatar ExxonMobil Open Qatar ATP World Tour 250,HARD,2,Novak Djokovic,Sergiy Stakhovsky,Novak Djokovic,6-2; 6-1,R16,61,5,2,34,51,29,34,8,17,3,3,8,37,51,3,1,26,48,16,26,6,22,3,7,7,22,48
2015-01-05 00:00:00.000,Qatar ExxonMobil Open Qatar ATP World Tour 250,HARD,2,Ivo Karlovic,Nikoloz Basilashvili,Ivo Karlovic,7-6(3); 6-3,R16,83,19,0,43,61,36,43,12,18,1,2,11,48,61,4,5,48,78,33,48,14,30,7,9,10,47,78
2015-01-05 00:00:00.000,Qatar ExxonMobil Open Qatar ATP World Tour 250,HARD,2,David Ferrer,Fernando Verdasco,David Ferrer,6-3; 6-2,R16,78,2,3,31,46,23,31,9,15,1,2,8,32,46,1,4,48,74,27,48,9,26,8,13,9,36,74
2015-01-05 00:00:00.000,Qatar ExxonMobil Open Qatar ATP World Tour 250,HARD,2,Dustin Brown,Jan-Lennard Struff,Dustin Brown,7-6(9); 6-4,R16,86,15,4,60,82,50,60,9,22,1,1,11,59,82,8,1,50,75,38,50,14,25,4,5,11,52,75
2015-01-05 00:00:00.000,Qatar ExxonMobil Open Qatar ATP World Tour 250,HARD,2,Richard Gasquet,Simone Bolelli,Richard Gasquet,6-3; 6-2,R16,65,6,1,33,42,27,33,6,9,0,1,9,33,42,3,0,40,57,23,40,6,17,4,8,8,29,57
2015-01-05 00:00:00.000,Qatar ExxonMobil Open Qatar ATP World Tour 250,HARD,2,Tomas Berdych,Blaz Kavcic,Tomas Berdych,6-1; 6-2,R16,58,4,0,29,45,23,29,11,16,0,0,8,34,45,1,3,34,47,21,34,1,13,1,5,7,22,47
2015-01-05 00:00:00.000,Qatar ExxonMobil Open Qatar ATP World Tour 250,HARD,2,Andreas Seppi,Joao Souza,Andreas Seppi,7-5; 6-2,R16,72,7,0,37,54,30,37,10,17,4,5,10,40,54,3,0,34,58,24,34,10,24,4,8,10,34,58
2015-01-05 00:00:00.000,Qatar ExxonMobil Open Qatar ATP World Tour 250,HARD,2,Ivan Dodig,Michael Berrer,Ivan Dodig,7-6(1); 6-2,R16,83,7,0,35,57,28,35,16,22,1,1,10,44,57,7,3,56,75,36,56,7,19,5,7,10,43,75
2015-01-05 00:00:00.000,Qatar ExxonMobil Open Qatar ATP World Tour 250,HARD,2,Ivo Karlovic,Novak Djokovic,Ivo Karlovic,6-7(2); 7-6(6); 6-4,Q,136,21,3,73,99,62,73,13,26,0,0,17,75,99,11,2,81,112,61,81,19,31,3,4,17,80,112
2015-01-05 00:00:00.000,Qatar ExxonMobil Open Qatar ATP World Tour 250,HARD,2,David Ferrer,Dustin Brown,David Ferrer,6-2; 6-2,Q,69,1,3,45,65,31,45,8,20,5,6,8,39,65,2,7,33,55,21,33,4,22,5,10,8,25,55
2015-01-05 00:00:00.000,Qatar ExxonMobil Open Qatar ATP World Tour 250,HARD,2,Tomas Berdych,Richard Gasquet,Tomas Berdych,6-2; 6-1,Q,58,5,2,31,50,26,31,9,19,1,1,8,35,50,1,1,27,37,14,27,3,10,3,7,7,17,37
2015-01-05 00:00:00.000,Qatar ExxonMobil Open Qatar ATP World Tour 250,HARD,2,Andreas Seppi,Ivan Dodig,Andreas Seppi,7-5; 6-4,Q,92,3,2,38,78,32,38,15,40,5,8,11,47,78,3,2,36,62,18,36,13,26,2,7,11,31,62
2015-01-05 00:00:00.000,Qatar ExxonMobil Open Qatar ATP World Tour 250,HARD,2,David Ferrer,Ivo Karlovic,David Ferrer,6-7(2); 7-6(5); 7-6(4),S,152,5,0,97,122,76,97,15,25,2,2,18,91,122,30,1,81,117,67,81,22,36,3,3,18,89,117
2015-01-05 00:00:00.000,Qatar ExxonMobil Open Qatar ATP World Tour 250,HARD,2,Tomas Berdych,Andreas Seppi,Tomas Berdych,6-2; 6-3,S,73,3,2,38,56,32,38,9,18,3,3,9,41,56,2,1,36,58,26,36,6,22,6,9,8,32,58
2015-01-05 00:00:00.000,Qatar ExxonMobil Open Qatar ATP World Tour 250,HARD,2,David Ferrer,Tomas Berdych,David Ferrer,6-4; 7-5,F,90,1,3,42,63,30,42,11,21,6,8,11,41,63,6,3,36,59,27,36,8,23,4,8,11,35,59
2015-01-11 00:00:00.000,Apia International Sydney Australia ATP World Tour 250,HARD,2,Fabio Fognini,N/A Bye,Fabio Fognini,,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-01-11 00:00:00.000,Apia International Sydney Australia ATP World Tour 250,HARD,2,Juan Martin Del Potro,Sergiy Stakhovsky,Juan Martin Del Potro,6-3; 7-6(4),R32,81,7,0,41,61,37,41,11,20,0,0,11,48,61,7,3,31,58,23,31,17,27,1,2,10,40,58
