event_time,event_name,surface,num_of_sets,playerA,playerB,winner,score,round,duration_minutes,a_aces,a_double_faults,a_first_serve_hits,a_first_serve_total,a_first_serve_won,a_first_serve_played,a_second_serve_won,a_second_serve_played,a_break_points_saved,a_break_points_total,a_service_games,a_service_points_won,a_service_points_total,b_aces,b_double_faults,b_first_serve_hits,b_first_serve_total,b_first_serve_won,b_first_serve_played,b_second_serve_won,b_second_serve_played,b_break_points_saved,b_break_points_total,b_service_games,b_service_points_won,b_service_points_total
2015-02-02 00:00:00.000,Ecuador Open Quito Ecuador ATP World Tour 250,CLAY,2,Alejandro Falla,Joao Souza,Alejandro Falla,6-7(3); 6-1; 6-4,R32,147,4,10,56,111,40,56,27,55,3,6,15,67,111,5,12,42,90,27,42,21,48,6,12,14,48,90
2015-02-02 00:00:00.000,Ecuador Open Quito Ecuador ATP World Tour 250,CLAY,2,Paolo Lorenzi,Adrian Menendez-Maceiras,Paolo Lorenzi,4-6; 6-4; 7-6(1),R32,139,3,4,50,92,39,50,24,42,1,3,16,63,92,6,4,54,100,40,54,27,46,4,6,16,67,100
2015-02-02 00:00:00.000,Ecuador Open Quito Ecuador ATP World Tour 250,CLAY,2,Victor Estrella Burgos,Andre Ghem,Victor Estrella Burgos,6-4; 6-4,R32,69,2,0,34,55,26,34,13,21,0,1,10,39,55,2,2,32,53,26,32,8,21,2,5,10,34,53
2015-02-02 00:00:00.000,Ecuador Open Quito Ecuador ATP World Tour 250,CLAY,2,Renzo Olivo,Evgeny Donskoy,Renzo Olivo,7-6(5); 3-6; 6-1,R32,139,2,13,54,104,39,54,29,50,9,11,14,68,104,1,9,56,108,39,56,27,52,7,10,14,66,108
2015-02-02 00:00:00.000,Ecuador Open Quito Ecuador ATP World Tour 250,CLAY,2,Daniel Gimeno-Traver,Marton Fucsovics,Daniel Gimeno-Traver,3-6; 6-4; 6-4,R32,113,5,2,55,93,35,55,21,38,5,9,15,56,93,2,5,52,93,35,52,20,41,14,18,14,55,93
2015-02-02 00:00:00.000,Ecuador Open Quito Ecuador ATP World Tour 250,CLAY,2,Martin Klizan,N/A Bye,Martin Klizan,,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-02 00:00:00.000,Ecuador Open Quito Ecuador ATP World Tour 250,CLAY,2,Thomaz Bellucci,Giovanni Lapentti,Thomaz Bellucci,6-3; 6-7(4); 6-2,R32,145,14,5,55,95,43,55,22,40,6,7,15,65,95,5,8,69,112,42,69,21,43,6,10,14,63,112
2015-02-02 00:00:00.000,Ecuador Open Quito Ecuador ATP World Tour 250,CLAY,2,Horacio Zeballos,Austin Krajicek,Horacio Zeballos,7-6(3); 6-4,R32,125,10,4,38,65,32,38,18,27,4,4,11,50,65,11,2,60,89,40,60,15,29,6,7,11,55,89
2015-02-02 00:00:00.000,Ecuador Open Quito Ecuador ATP World Tour 250,CLAY,2,Albert Montanes,Facundo Arguello,Albert Montanes,6-1; 6-3,R32,66,1,2,33,48,23,33,11,15,2,3,8,34,48,0,3,37,57,17,37,8,20,8,13,8,25,57
2015-02-02 00:00:00.000,Ecuador Open Quito Ecuador ATP World Tour 250,CLAY,2,Santiago Giraldo,N/A Bye,Santiago Giraldo,,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-02 00:00:00.000,Ecuador Open Quito Ecuador ATP World Tour 250,CLAY,2,Feliciano Lopez,Alejandro Gonzalez,Feliciano Lopez,7-5; 6-2,R16,82,10,2,31,54,26,31,16,23,1,1,10,42,54,2,4,36,67,28,36,11,31,2,5,10,39,67
2015-02-02 00:00:00.000,Ecuador Open Quito Ecuador ATP World Tour 250,CLAY,2,Dusan Lajovic,Nicolas Jarry,Dusan Lajovic,6-4; 3-6; 6-3,R16,98,3,5,43,80,37,43,20,37,3,4,14,57,80,6,6,43,74,32,43,21,31,5,7,14,53,74
2015-02-02 00:00:00.000,Ecuador Open Quito Ecuador ATP World Tour 250,CLAY,2,Fernando Verdasco,Gerald Melzer,Fernando Verdasco,7-6(2); 6-4,R16,103,3,5,47,74,36,47,17,27,8,8,11,53,74,3,2,41,77,31,41,18,36,4,5,11,49,77
2015-02-02 00:00:00.000,Ecuador Open Quito Ecuador ATP World Tour 250,CLAY,2,Paolo Lorenzi,Alejandro Falla,Paolo Lorenzi,7-5; 6-1,R16,73,2,1,26,48,20,26,16,22,2,3,9,36,48,0,9,38,63,23,38,8,25,2,7,10,31,63
2015-02-02 00:00:00.000,Ecuador Open Quito Ecuador ATP World Tour 250,CLAY,2,Victor Estrella Burgos,Renzo Olivo,Victor Estrella Burgos,7-6(5); 6-4,R16,104,5,0,48,73,35,48,14,25,4,5,11,49,73,2,7,49,80,35,49,13,31,3,5,11,48,80
2015-02-02 00:00:00.000,Ecuador Open Quito Ecuador ATP World Tour 250,CLAY,2,Martin Klizan,Daniel Gimeno-Traver,Martin Klizan,6-3; 5-7; 7-5,R16,129,6,7,68,104,48,68,14,36,7,12,17,62,104,1,7,62,93,41,62,13,31,1,7,16,54,93
2015-02-02 00:00:00.000,Ecuador Open Quito Ecuador ATP World Tour 250,CLAY,2,Thomaz Bellucci,Horacio Zeballos,Thomaz Bellucci,6-2; 3-6; 7-6(6),R16,143,5,5,58,117,41,58,29,59,13,15,14,70,117,19,4,65,103,48,65,15,38,6,9,15,63,103
2015-02-02 00:00:00.000,Ecuador Open Quito Ecuador ATP World Tour 250,CLAY,2,Albert Montanes,Santiago Giraldo,Albert Montanes,7-6(1); 7-5,R16,94,3,4,47,71,37,47,12,24,4,6,12,49,71,3,1,63,84,45,63,5,21,6,9,12,50,84
2015-02-02 00:00:00.000,Ecuador Open Quito Ecuador ATP World Tour 250,CLAY,2,Feliciano Lopez,Dusan Lajovic,Feliciano Lopez,4-6; 7-5; 6-1,Q,117,6,3,48,91,36,48,27,43,5,6,15,63,91,7,5,48,89,32,48,23,41,4,7,14,55,89
2015-02-02 00:00:00.000,Ecuador Open Quito Ecuador ATP World Tour 250,CLAY,2,Fernando Verdasco,Paolo Lorenzi,Fernando Verdasco,6-1; 6-2,Q,49,4,3,31,41,28,31,5,10,0,0,8,33,41,1,3,24,37,13,24,5,13,3,7,7,18,37
2015-02-02 00:00:00.000,Ecuador Open Quito Ecuador ATP World Tour 250,CLAY,2,Victor Estrella Burgos,Martin Klizan,Victor Estrella Burgos,6-2; 6-2,Q,60,3,1,25,38,20,25,8,13,0,1,8,28,38,1,3,30,52,16,30,7,22,2,7,8,23,52
2015-02-02 00:00:00.000,Ecuador Open Quito Ecuador ATP World Tour 250,CLAY,2,Thomaz Bellucci,Albert Montanes,Thomaz Bellucci,6-3; 7-6(6),Q,97,10,3,37,68,31,37,17,31,3,4,11,48,68,1,7,39,80,29,39,18,41,7,9,10,47,80
2015-02-02 00:00:00.000,Ecuador Open Quito Ecuador ATP World Tour 250,CLAY,2,Feliciano Lopez,Fernando Verdasco,Feliciano Lopez,7-6(5); 7-6(1),S,111,8,4,67,101,49,67,15,34,10,12,12,64,101,4,7,51,73,35,51,11,22,2,4,12,46,73
2015-02-02 00:00:00.000,Ecuador Open Quito Ecuador ATP World Tour 250,CLAY,2,Victor Estrella Burgos,Thomaz Bellucci,Victor Estrella Burgos,7-6(5); 7-5,S,117,3,2,53,84,39,53,15,31,4,6,12,54,84,15,8,47,85,35,47,15,38,4,7,12,50,85
2015-02-02 00:00:00.000,Ecuador Open Quito Ecuador ATP World Tour 250,CLAY,2,Victor Estrella Burgos,Feliciano Lopez,Victor Estrella Burgos,6-2; 6-7(5); 7-6(5),F,137,3,2,79,109,60,79,18,30,5,6,16,78,109,19,4,77,112,54,77,19,35,4,7,16,73,112
2015-02-02 00:00:00.000,PBZ Zagreb Indoors Croatia ATP World Tour 250,HARD,2,Ivo Karlovic,N/A Bye,Ivo Karlovic,,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-02 00:00:00.000,PBZ Zagreb Indoors Croatia ATP World Tour 250,HARD,2,Marcos Baghdatis,Toni Androic,Marcos Baghdatis,6-7(3); 6-2; 6-3,R32,127,13,2,52,89,44,52,19,37,3,3,15,63,89,2,2,54,105,36,54,27,51,5,8,14,63,105
2015-02-02 00:00:00.000,PBZ Zagreb Indoors Croatia ATP World Tour 250,HARD,2,Sergiy Stakhovsky,Borna Coric,Sergiy Stakhovsky,6-2; 6-4,R32,86,4,1,40,69,26,40,14,29,10,12,9,40,69,2,3,37,61,23,37,7,24,4,9,9,30,61
2015-02-02 00:00:00.000,PBZ Zagreb Indoors Croatia ATP World Tour 250,HARD,2,Mikhail Youzhny,Blaz Kavcic,Mikhail Youzhny,6-3; 1-6; 6-4,R32,100,4,4,46,73,30,46,13,27,5,10,13,43,73,8,7,55,80,36,55,9,25,6,11,13,45,80
2015-02-02 00:00:00.000,PBZ Zagreb Indoors Croatia ATP World Tour 250,HARD,2,Guillermo Garcia-Lopez,N/A Bye,Guillermo Garcia-Lopez,,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-02 00:00:00.000,PBZ Zagreb Indoors Croatia ATP World Tour 250,HARD,2,Damir Dzumhur,Michael Berrer,Damir Dzumhur,6-2; 0-6; 7-5,R32,98,5,3,47,69,28,47,9,22,4,10,13,37,69,2,1,51,79,32,51,11,28,6,12,13,43,79
2015-02-02 00:00:00.000,PBZ Zagreb Indoors Croatia ATP World Tour 250,HARD,2,Go Soeda,Matthias Bachinger,Go Soeda,7-6(4); 7-5,R32,104,4,0,45,89,35,45,23,44,5,6,12,58,89,6,2,47,78,33,47,17,31,5,7,12,50,78
2015-02-02 00:00:00.000,PBZ Zagreb Indoors Croatia ATP World Tour 250,HARD,2,Viktor Troicki,Illya Marchenko,Viktor Troicki,4-6; 7-6(3); 7-6(3),R32,158,17,4,75,113,56,75,18,38,5,9,17,74,113,4,3,68,120,47,68,27,52,11,14,17,74,120
2015-02-02 00:00:00.000,PBZ Zagreb Indoors Croatia ATP World Tour 250,HARD,2,Andreas Seppi,Robin Haase,Andreas Seppi,6-2; 3-6; 6-4,R32,99,8,3,38,80,30,38,24,42,2,4,14,54,80,7,5,47,87,33,47,20,40,3,6,13,53,87
2015-02-02 00:00:00.000,PBZ Zagreb Indoors Croatia ATP World Tour 250,HARD,2,James Ward,Antonio Veic,James Ward,6-2; 6-4,R32,71,3,1,33,57,26,33,12,24,3,4,9,38,57,2,4,40,61,25,40,6,21,5,9,9,31,61
2015-02-02 00:00:00.000,PBZ Zagreb Indoors Croatia ATP World Tour 250,HARD,2,Ricardas Berankis,Lukas Lacko,Ricardas Berankis,6-0; 6-2,R32,42,2,0,17,33,16,17,12,16,0,0,7,28,33,2,2,18,38,7,18,8,20,2,7,7,15,38
2015-02-02 00:00:00.000,PBZ Zagreb Indoors Croatia ATP World Tour 250,HARD,2,Gilles Muller,N/A Bye,Gilles Muller,,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-02 00:00:00.000,PBZ Zagreb Indoors Croatia ATP World Tour 250,HARD,2,Marcel Granollers,Jurgen Melzer,Marcel Granollers,6-2; 7-6(3),R32,92,11,0,40,58,35,40,9,18,0,0,10,44,58,0,1,33,66,20,33,18,33,3,5,10,38,66
2015-02-02 00:00:00.000,PBZ Zagreb Indoors Croatia ATP World Tour 250,HARD,2,Ivan Dodig,Mate Delic,Ivan Dodig,6-2; 6-3,R32,53,11,0,31,44,28,31,9,13,0,0,9,37,44,4,3,33,53,23,33,7,20,7,10,8,30,53
2015-02-02 00:00:00.000,PBZ Zagreb Indoors Croatia ATP World Tour 250,HARD,2,Igor Sijsling,Frank Dancevic,Igor Sijsling,6-4; 7-5,R32,82,10,1,42,68,33,42,13,26,0,1,11,46,68,9,4,50,77,34,50,13,27,5,8,11,47,77
2015-02-02 00:00:00.000,PBZ Zagreb Indoors Croatia ATP World Tour 250,HARD,2,Adrian Mannarino,N/A Bye,Adrian Mannarino,,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-02 00:00:00.000,PBZ Zagreb Indoors Croatia ATP World Tour 250,HARD,2,Marcos Baghdatis,Ivo Karlovic,Marcos Baghdatis,3-6; 7-6(5); 7-6(7),R16,117,11,3,59,97,51,59,24,38,0,1,16,75,97,26,2,85,102,68,85,11,17,1,1,17,79,102
2015-02-02 00:00:00.000,PBZ Zagreb Indoors Croatia ATP World Tour 250,HARD,2,Mikhail Youzhny,Sergiy Stakhovsky,Mikhail Youzhny,6-2; 6-1,R16,64,0,0,32,51,20,32,14,19,4,5,8,34,51,1,2,29,52,14,29,9,23,9,14,7,23,52
2015-02-02 00:00:00.000,PBZ Zagreb Indoors Croatia ATP World Tour 250,HARD,2,Guillermo Garcia-Lopez,Damir Dzumhur,Guillermo Garcia-Lopez,6-1; 6-1,R16,64,4,3,31,54,22,31,13,23,5,5,7,35,54,0,1,23,44,11,23,8,21,0,5,7,19,44
2015-02-02 00:00:00.000,PBZ Zagreb Indoors Croatia ATP World Tour 250,HARD,2,Viktor Troicki,Go Soeda,Viktor Troicki,6-3; 6-1,R16,54,10,2,28,45,27,28,8,17,0,0,8,35,45,0,1,29,47,16,29,8,18,2,6,8,24,47
2015-02-02 00:00:00.000,PBZ Zagreb Indoors Croatia ATP World Tour 250,HARD,2,Andreas Seppi,James Ward,Andreas Seppi,7-5; 6-7(4); 6-3,R16,140,9,7,57,111,45,57,23,54,4,7,17,68,111,7,1,63,97,40,63,18,34,3,8,16,58,97
2015-02-02 00:00:00.000,PBZ Zagreb Indoors Croatia ATP World Tour 250,HARD,2,Ricardas Berankis,Gilles Muller,Ricardas Berankis,3-6; 7-6(5); 6-4,R16,132,6,5,61,101,43,61,24,40,5,8,16,67,101,22,3,68,100,52,68,13,32,4,6,15,65,100
2015-02-02 00:00:00.000,PBZ Zagreb Indoors Croatia ATP World Tour 250,HARD,2,Marcel Granollers,Ivan Dodig,Marcel Granollers,7-6(8); 4-6; 6-3,R16,148,8,1,54,105,42,54,32,51,7,8,16,74,105,12,2,54,95,44,54,22,41,4,5,15,66,95
2015-02-02 00:00:00.000,PBZ Zagreb Indoors Croatia ATP World Tour 250,HARD,2,Igor Sijsling,Adrian Mannarino,Igor Sijsling,7-6(3); 4-6; 6-1,R16,107,8,3,50,87,40,50,20,37,5,8,15,60,87,2,0,63,96,39,63,17,33,10,14,14,56,96
2015-02-02 00:00:00.000,PBZ Zagreb Indoors Croatia ATP World Tour 250,HARD,2,Marcos Baghdatis,Mikhail Youzhny,Marcos Baghdatis,3-6; 6-3; 6-4,Q,111,14,7,51,86,40,51,17,35,8,10,14,57,86,2,2,49,83,40,49,14,34,5,8,14,54,83
2015-02-02 00:00:00.000,PBZ Zagreb Indoors Croatia ATP World Tour 250,HARD,2,Guillermo Garcia-Lopez,Viktor Troicki,Guillermo Garcia-Lopez,6-1; 6-7(5); 7-5,Q,148,3,1,45,100,35,45,33,55,1,3,16,68,100,11,1,80,111,51,80,14,31,8,13,15,65,111
2015-02-02 00:00:00.000,PBZ Zagreb Indoors Croatia ATP World Tour 250,HARD,2,Andreas Seppi,Ricardas Berankis,Andreas Seppi,3-6; 6-2; 7-6(6),Q,119,7,1,48,96,37,48,23,48,4,7,15,60,96,6,1,48,86,41,48,17,38,3,6,14,58,86
2015-02-02 00:00:00.000,PBZ Zagreb Indoors Croatia ATP World Tour 250,HARD,2,Marcel Granollers,Igor Sijsling,Marcel Granollers,6-4; 2-6; 6-4,Q,133,11,3,56,93,42,56,15,37,5,8,14,57,93,8,3,46,86,35,46,18,40,2,5,14,53,86
2015-02-02 00:00:00.000,PBZ Zagreb Indoors Croatia ATP World Tour 250,HARD,2,Guillermo Garcia-Lopez,Marcos Baghdatis,Guillermo Garcia-Lopez,6-4; 6-4,S,97,2,5,35,67,25,35,15,32,2,4,10,40,67,7,3,40,65,28,40,8,25,5,9,10,36,65
2015-02-02 00:00:00.000,PBZ Zagreb Indoors Croatia ATP World Tour 250,HARD,2,Andreas Seppi,Marcel Granollers,Andreas Seppi,7-6(5); 6-1,S,90,4,0,31,61,26,31,17,30,2,3,9,43,61,3,3,35,64,24,35,14,29,1,5,10,38,64
2015-02-02 00:00:00.000,PBZ Zagreb Indoors Croatia ATP World Tour 250,HARD,2,Guillermo Garcia-Lopez,Andreas Seppi,Guillermo Garcia-Lopez,7-6(4); 6-3,F,97,5,1,32,69,24,32,23,37,1,2,11,47,69,4,1,29,60,19,29,20,31,3,5,10,39,60
2015-02-09 00:00:00.000,Memphis Open TN; U.S.A. ATP World Tour 250,HARD,2,Kei Nishikori,N/A Bye,Kei Nishikori,,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-09 00:00:00.000,Memphis Open TN; U.S.A. ATP World Tour 250,HARD,2,Ryan Harrison,Malek Jaziri,Ryan Harrison,7-6(3); 7-6(1),R32,113,5,2,50,80,29,50,20,30,3,6,12,49,80,1,2,49,86,37,49,13,37,9,12,12,50,86
2015-02-09 00:00:00.000,Memphis Open TN; U.S.A. ATP World Tour 250,HARD,2,Austin Krajicek,Mikhail Kukushkin,Austin Krajicek,6-2; 6-7(3); 7-6(8),R32,156,19,1,78,117,56,78,25,39,4,5,16,81,117,9,5,59,107,48,59,22,48,5,8,16,70,107
2015-02-09 00:00:00.000,Memphis Open TN; U.S.A. ATP World Tour 250,HARD,2,Ivo Karlovic,Lukas Lacko,Ivo Karlovic,7-6(7); 6-3,R32,83,23,3,49,71,41,49,13,22,1,1,11,54,71,6,4,44,73,34,44,13,29,5,6,10,47,73
2015-02-09 00:00:00.000,Memphis Open TN; U.S.A. ATP World Tour 250,HARD,2,John Isner,N/A Bye,John Isner,,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-09 00:00:00.000,Memphis Open TN; U.S.A. ATP World Tour 250,HARD,2,Ivan Dodig,Teymuraz Gabashvili,Ivan Dodig,6-2; 6-2,R32,59,12,1,22,41,20,22,12,19,0,0,8,32,41,1,2,20,46,14,20,9,26,4,8,8,23,46
2015-02-09 00:00:00.000,Memphis Open TN; U.S.A. ATP World Tour 250,HARD,2,Jared Donaldson,Stefan Kozlov,Jared Donaldson,7-5; 6-0,R32,79,4,3,25,56,19,25,14,31,2,5,9,33,56,0,4,24,53,12,24,7,29,2,9,9,19,53
2015-02-09 00:00:00.000,Memphis Open TN; U.S.A. ATP World Tour 250,HARD,2,Sam Querrey,Benjamin Becker,Sam Querrey,4-6; 6-2; 6-1,R32,80,21,6,43,79,35,43,20,36,2,3,13,55,79,8,4,38,70,28,38,14,32,4,8,12,42,70
2015-02-09 00:00:00.000,Memphis Open TN; U.S.A. ATP World Tour 250,HARD,2,Donald Young,Adrian Mannarino,Donald Young,6-3; 7-6(9),R32,90,9,5,38,74,30,38,18,36,2,5,11,48,74,4,3,52,72,32,52,9,20,0,4,10,41,72
2015-02-09 00:00:00.000,Memphis Open TN; U.S.A. ATP World Tour 250,HARD,2,Denis Kudla,Thanasi Kokkinakis,Denis Kudla,6-3; 6-4,R32,67,3,1,29,56,26,29,17,27,1,1,10,43,56,9,3,29,50,25,29,8,21,0,2,9,33,50
2015-02-09 00:00:00.000,Memphis Open TN; U.S.A. ATP World Tour 250,HARD,2,Bernard Tomic,Igor Sijsling,Bernard Tomic,4-6; 6-3; 6-2,R32,92,6,1,57,93,42,57,15,36,5,8,14,57,93,8,6,46,88,33,46,17,42,6,11,13,50,88
2015-02-09 00:00:00.000,Memphis Open TN; U.S.A. ATP World Tour 250,HARD,2,Alexandr Dolgopolov,N/A Bye,Alexandr Dolgopolov,,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-09 00:00:00.000,Memphis Open TN; U.S.A. ATP World Tour 250,HARD,2,Steve Johnson,Filip Krajinovic,Steve Johnson,6-3; 6-3,R32,55,15,0,30,47,25,30,12,17,1,1,9,37,47,6,1,37,57,25,37,9,20,4,7,9,34,57
2015-02-09 00:00:00.000,Memphis Open TN; U.S.A. ATP World Tour 250,HARD,2,Dustin Brown,Marinko Matosevic,Dustin Brown,6-4; 6-4,R32,87,6,6,55,85,41,55,11,30,6,7,10,52,85,4,3,47,79,34,47,12,32,8,11,10,46,79
2015-02-09 00:00:00.000,Memphis Open TN; U.S.A. ATP World Tour 250,HARD,2,Sam Groth,Yen-Hsun Lu,Sam Groth,6-4; 6-3,R32,64,10,6,23,51,20,23,15,28,1,3,10,35,51,5,4,37,58,23,37,9,21,5,9,9,32,58
2015-02-09 00:00:00.000,Memphis Open TN; U.S.A. ATP World Tour 250,HARD,2,Kevin Anderson,N/A Bye,Kevin Anderson,,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2015-02-09 00:00:00.000,Memphis Open TN; U.S.A. ATP World Tour 250,HARD,2,Kei Nishikori,Ryan Harrison,Kei Nishikori,3-6; 6-3; 6-4,R16,117,6,3,45,86,34,45,19,41,1,3,14,53,86,7,3,57,94,39,57,18,37,8,11,14,57,94
2015-02-09 00:00:00.000,Memphis Open TN; U.S.A. ATP World Tour 250,HARD,2,Austin Krajicek,Ivo Karlovic,Austin Krajicek,7-6(4); 4-6; 6-4,R16,121,14,1,75,99,60,75,13,24,2,3,16,73,99,32,9,56,93,48,56,19,37,5,6,16,67,93
2015-02-09 00:00:00.000,Memphis Open TN; U.S.A. ATP World Tour 250,HARD,2,John Isner,Ivan Dodig,John Isner,6-4; 7-6(5),R16,76,22,1,53,69,45,53,8,16,1,1,11,53,69,6,4,48,67,40,48,10,19,4,5,11,50,67
2015-02-09 00:00:00.000,Memphis Open TN; U.S.A. ATP World Tour 250,HARD,2,Sam Querrey,Jared Donaldson,Sam Querrey,6-4; 6-1,R16,58,6,4,32,50,25,32,11,18,2,2,8,36,50,3,3,26,53,18,26,9,27,1,5,9,27,53
2015-02-09 00:00:00.000,Memphis Open TN; U.S.A. ATP World Tour 250,HARD,2,Donald Young,Denis Kudla,Donald Young,7-5; 6-3,R16,71,4,1,26,56,19,26,23,30,1,2,11,42,56,2,2,40,64,26,40,12,24,2,5,10,38,64
2015-02-09 00:00:00.000,Memphis Open TN; U.S.A. ATP World Tour 250,HARD,2,Bernard Tomic,Alexandr Dolgopolov,Bernard Tomic,6-1; 7-5,R16,67,9,1,54,77,37,54,11,23,7,8,10,48,77,6,3,28,56,20,28,12,28,5,9,9,32,56
2015-02-09 00:00:00.000,Memphis Open TN; U.S.A. ATP World Tour 250,HARD,2,Steve Johnson,Dustin Brown,Steve Johnson,4-6; 7-5; 7-6(3),R16,124,8,5,68,116,49,68,26,48,7,11,17,75,116,10,10,67,116,52,67,24,49,8,12,17,76,116
2015-02-09 00:00:00.000,Memphis Open TN; U.S.A. ATP World Tour 250,HARD,2,Kevin Anderson,Sam Groth,Kevin Anderson,6-3; 6-2,R16,60,6,3,25,44,24,25,12,19,0,0,9,36,44,8,5,26,50,19,26,10,24,4,7,8,29,50
2015-02-09 00:00:00.000,Memphis Open TN; U.S.A. ATP World Tour 250,HARD,2,Kei Nishikori,Austin Krajicek,Kei Nishikori,4-6; 6-3; 6-4,Q,131,8,8,59,100,45,59,21,41,8,10,15,66,100,11,4,61,96,47,61,15,35,6,9,14,62,96
2015-02-09 00:00:00.000,Memphis Open TN; U.S.A. ATP World Tour 250,HARD,2,Sam Querrey,John Isner,Sam Querrey,7-6(3); 7-6(2),Q,86,13,5,42,76,35,42,23,34,1,1,12,58,76,12,1,51,69,41,51,12,18,0,0,12,53,69
2015-02-09 00:00:00.000,Memphis Open TN; U.S.A. ATP World Tour 250,HARD,2,Donald Young,Bernard Tomic,Donald Young,7-6(8); 4-6; 7-5,Q,134,13,7,50,101,43,50,28,51,5,8,17,71,101,14,3,90,133,66,90,19,43,8,11,17,85,133
2015-02-09 00:00:00.000,Memphis Open TN; U.S.A. ATP World Tour 250,HARD,2,Kevin Anderson,Steve Johnson,Kevin Anderson,6-4; 6-4,Q,66,16,0,36,51,32,36,10,15,3,3,10,42,51,6,3,34,58,28,34,11,24,2,4,10,39,58
2015-02-09 00:00:00.000,Memphis Open TN; U.S.A. ATP World Tour 250,HARD,2,Kei Nishikori,Sam Querrey,Kei Nishikori,5-7; 7-6(5); 7-6(5),S,162,5,2,72,129,54,72,33,57,4,6,18,87,129,27,9,71,119,58,71,25,48,4,5,18,83,119
2015-02-09 00:00:00.000,Memphis Open TN; U.S.A. ATP World Tour 250,HARD,2,Kevin Anderson,Donald Young,Kevin Anderson,4-6; 6-3; 6-4,S,119,13,1,56,87,44,56,19,31,4,5,15,63,87,2,5,45,95,30,45,30,50,1,3,14,60,95
2015-02-09 00:00:00.000,Memphis Open TN; U.S.A. ATP World Tour 250,HARD,2,Kei Nishikori,Kevin Anderson,Kei Nishikori,6-4; 6-4,F,76,4,2,31,61,25,31,18,30,2,3,10,43,61,12,1,37,50,28,37,5,13,1,4,10,33,50
2015-02-09 00:00:00.000,ABN AMRO World Tennis Tournament Netherlands ATP World Tour 500,HARD,2,Andy Murray,Nicolas Mahut,Andy Murray,6-3; 6-2,R32,94,4,5,36,62,29,36,12,26,5,6,9,41,62,5,2,32,63,20,32,13,31,5,9,8,33,63
2015-02-09 00:00:00.000,ABN AMRO World Tennis Tournament Netherlands ATP World Tour 500,HARD,2,Vasek Pospisil,Philipp Kohlschreiber,Vasek Pospisil,6-4; 6-2,R32,61,5,1,24,49,18,24,20,25,2,2,9,38,49,2,1,31,48,23,31,5,17,1,4,9,28,48
2015-02-09 00:00:00.000,ABN AMRO World Tennis Tournament Netherlands ATP World Tour 500,HARD,2,Jeremy Chardy,Julien Benneteau,Jeremy Chardy,3-3 RET,R32,21,5,0,10,18,9,10,5,8,2,2,3,14,18,4,0,11,16,9,11,3,5,0,0,3,12,16
2015-02-09 00:00:00.000,ABN AMRO World Tennis Tournament Netherlands ATP World Tour 500,HARD,2,Gilles Simon,Joao Sousa,Gilles Simon,5-7; 6-3; 6-2,R32,140,8,0,54,96,36,54,23,42,8,12,15,59,96,1,2,53,94,30,53,20,41,5,11,14,50,94
2015-02-09 00:00:00.000,ABN AMRO World Tennis Tournament Netherlands ATP World Tour 500,HARD,2,Tomas Berdych,Tobias Kamke,Tomas Berdych,6-1; 7-5,R32,89,11,2,36,61,29,36,11,25,6,8,10,40,61,0,2,31,58,18,31,11,27,3,8,9,29,58
2015-02-09 00:00:00.000,ABN AMRO World Tennis Tournament Netherlands ATP World Tour 500,HARD,2,Andreas Seppi,Robin Haase,Andreas Seppi,6-7(5); 6-3; 6-3,R32,135,9,0,64,96,48,64,13,32,4,7,15,61,96,9,4,75,113,47,75,15,38,5,11,15,62,113
2015-02-09 00:00:00.000,ABN AMRO World Tennis Tournament Netherlands ATP World Tour 500,HARD,2,Gael Monfils,Edouard Roger-Vasselin,Gael Monfils,6-3; 6-2,R32,67,8,0,53,71,31,53,13,18,4,5,9,44,71,1,1,31,43,17,31,4,12,3,7,8,21,43
2015-02-09 00:00:00.000,ABN AMRO World Tennis Tournament Netherlands ATP World Tour 500,HARD,2,Roberto Bautista Agut,Alexander Zverev,Roberto Bautista Agut,6-4; 6-1,R32,66,3,0,33,45,28,33,8,12,0,0,9,36,45,7,0,32,51,19,32,7,19,3,6,8,26,51
