event_time,event_name,surface,num_of_sets,playerA,playerB,winner,score,round,duration_minutes,a_aces,a_double_faults,a_first_serve_hits,a_first_serve_total,a_first_serve_won,a_first_serve_played,a_second_serve_won,a_second_serve_played,a_break_points_saved,a_break_points_total,a_service_games,a_service_points_won,a_service_points_total,b_aces,b_double_faults,b_first_serve_hits,b_first_serve_total,b_first_serve_won,b_first_serve_played,b_second_serve_won,b_second_serve_played,b_break_points_saved,b_break_points_total,b_service_games,b_service_points_won,b_service_points_total
2014-02-24 00:00:00.000,Dubai U.A.E. ATP World Tour 500,HARD,2,Lukas Rosol,Daniel Brands,Lukas Rosol,7-6(4); 6-4,R32,75,9,3,42,70,34,42,15,28,3,4,11,49,70,10,3,47,72,34,47,14,25,3,5,11,48,72
2014-02-24 00:00:00.000,Dubai U.A.E. ATP World Tour 500,HARD,2,Dmitry Tursunov,Lukas Lacko,Dmitry Tursunov,7-5; 6-1,R32,70,7,3,19,59,15,19,28,40,4,4,10,43,59,6,0,30,54,20,30,11,24,2,5,9,31,54
2014-02-24 00:00:00.000,Dubai U.A.E. ATP World Tour 500,HARD,2,Jo-Wilfried Tsonga,Victor Hanescu,Jo-Wilfried Tsonga,6-2; 6-4,R32,72,5,0,27,47,22,27,12,20,0,1,9,34,47,1,1,38,58,23,38,6,20,6,10,9,29,58
2014-02-24 00:00:00.000,Dubai U.A.E. ATP World Tour 500,HARD,2,Nikolay Davydenko,Andrey Golubev,Nikolay Davydenko,7-6(6); 6-4,R32,91,1,2,40,62,28,40,14,22,1,4,11,42,62,3,4,43,72,28,43,11,29,1,5,11,39,72
2014-02-24 00:00:00.000,Dubai U.A.E. ATP World Tour 500,HARD,2,Sergiy Stakhovsky,Ivan Dodig,Sergiy Stakhovsky,7-6(6); 6-7(4); 6-2,R32,137,8,0,67,99,54,67,23,32,5,5,16,77,99,12,5,64,113,47,64,29,49,5,7,16,76,113
2014-02-24 00:00:00.000,Dubai U.A.E. ATP World Tour 500,HARD,2,Tomas Berdych,Marius Copil,Tomas Berdych,6-3; 6-4,R32,79,3,6,30,54,28,30,14,24,1,1,10,42,54,8,5,35,67,25,35,14,32,5,7,9,39,67
2014-02-24 00:00:00.000,Dubai U.A.E. ATP World Tour 500,HARD,2,Philipp Kohlschreiber,Thiemo de Bakker,Philipp Kohlschreiber,6-3; 6-3,R32,65,4,4,29,57,23,29,16,28,4,5,9,39,57,5,1,29,55,22,29,10,26,4,8,9,32,55
2014-02-24 00:00:00.000,Dubai U.A.E. ATP World Tour 500,HARD,2,Andreas Seppi,Florian Mayer,Andreas Seppi,4-6; 6-1; 7-5,R32,118,5,2,43,90,30,43,27,47,6,9,15,57,90,3,2,54,98,30,54,24,44,12,17,14,54,98
2014-02-24 00:00:00.000,Dubai U.A.E. ATP World Tour 500,HARD,2,Malek Jaziri,Igor Sijsling,Malek Jaziri,0-6; 6-4; 7-6(4),R32,112,6,7,52,105,37,52,24,53,8,12,14,61,105,7,2,51,79,38,51,16,28,2,4,14,54,79
2014-02-24 00:00:00.000,Dubai U.A.E. ATP World Tour 500,HARD,2,Somdev Devvarman,Juan Martin Del Potro,Somdev Devvarman,7-6(3) RET,R32,67,5,1,19,43,12,19,16,24,3,4,6,28,43,4,0,24,42,17,24,11,18,4,5,6,28,42
2014-02-24 00:00:00.000,Dubai U.A.E. ATP World Tour 500,HARD,2,Novak Djokovic,Roberto Bautista Agut,Novak Djokovic,6-1; 6-3,R16,58,4,2,34,47,26,34,6,13,1,2,8,32,47,0,1,31,46,13,31,8,15,3,8,8,21,46
2014-02-24 00:00:00.000,Dubai U.A.E. ATP World Tour 500,HARD,2,Mikhail Youzhny,James Ward,Mikhail Youzhny,6-1; 7-6(3),R16,95,4,1,35,64,29,35,15,29,0,1,10,44,64,3,2,36,64,25,36,11,28,4,7,9,36,64
2014-02-24 00:00:00.000,Dubai U.A.E. ATP World Tour 500,HARD,2,Roger Federer,Radek Stepanek,Roger Federer,6-2; 6-7(4); 6-3,R16,129,8,5,54,87,39,54,16,33,4,8,14,55,87,3,3,48,97,30,48,20,49,4,12,15,50,97
2014-02-24 00:00:00.000,Dubai U.A.E. ATP World Tour 500,HARD,2,Lukas Rosol,Dmitry Tursunov,Lukas Rosol,6-4; 7-6(4),R16,89,14,4,45,77,36,45,19,32,5,5,11,55,77,11,3,47,88,33,47,22,41,4,5,11,55,88
2014-02-24 00:00:00.000,Dubai U.A.E. ATP World Tour 500,HARD,2,Jo-Wilfried Tsonga,Nikolay Davydenko,Jo-Wilfried Tsonga,W/O,R16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-24 00:00:00.000,Dubai U.A.E. ATP World Tour 500,HARD,2,Tomas Berdych,Sergiy Stakhovsky,Tomas Berdych,6-2; 6-1,R16,57,1,0,15,40,12,15,17,25,0,1,8,29,40,2,2,19,40,10,19,8,21,4,9,7,18,40
2014-02-24 00:00:00.000,Dubai U.A.E. ATP World Tour 500,HARD,2,Philipp Kohlschreiber,Andreas Seppi,Philipp Kohlschreiber,6-3; 6-3,R16,80,5,0,41,71,32,41,15,30,4,4,9,47,71,7,1,38,61,24,38,10,23,1,4,9,34,61
2014-02-24 00:00:00.000,Dubai U.A.E. ATP World Tour 500,HARD,2,Malek Jaziri,Somdev Devvarman,Malek Jaziri,6-3; 7-5,R16,95,9,0,36,69,25,36,19,33,8,10,10,44,69,4,3,32,64,19,32,15,32,4,9,11,34,64
2014-02-24 00:00:00.000,Dubai U.A.E. ATP World Tour 500,HARD,2,Novak Djokovic,Mikhail Youzhny,Novak Djokovic,W/O,Q,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-24 00:00:00.000,Dubai U.A.E. ATP World Tour 500,HARD,2,Roger Federer,Lukas Rosol,Roger Federer,6-2; 6-2,Q,58,4,1,30,48,24,30,8,18,1,2,8,32,48,2,2,27,55,13,27,11,28,6,11,8,24,55
2014-02-24 00:00:00.000,Dubai U.A.E. ATP World Tour 500,HARD,2,Tomas Berdych,Jo-Wilfried Tsonga,Tomas Berdych,6-4; 6-3,Q,88,3,3,40,64,30,40,15,24,5,5,10,45,64,5,3,29,61,24,29,14,32,5,7,9,38,61
2014-02-24 00:00:00.000,Dubai U.A.E. ATP World Tour 500,HARD,2,Philipp Kohlschreiber,Malek Jaziri,Philipp Kohlschreiber,6-2; 6-3,Q,72,2,1,28,51,26,28,13,23,0,0,9,39,51,3,5,21,50,12,21,14,29,1,4,8,26,50
2014-02-24 00:00:00.000,Dubai U.A.E. ATP World Tour 500,HARD,2,Roger Federer,Novak Djokovic,Roger Federer,3-6; 6-3; 6-2,S,106,7,0,46,77,35,46,18,31,5,6,13,53,77,5,2,53,86,36,53,19,33,4,7,13,55,86
2014-02-24 00:00:00.000,Dubai U.A.E. ATP World Tour 500,HARD,2,Tomas Berdych,Philipp Kohlschreiber,Tomas Berdych,7-5; 7-5,S,89,5,1,39,64,32,39,14,25,0,1,12,46,64,1,0,36,69,25,36,20,33,4,7,12,45,69
2014-02-24 00:00:00.000,Dubai U.A.E. ATP World Tour 500,HARD,2,Roger Federer,Tomas Berdych,Roger Federer,3-6; 6-4; 6-3,F,119,8,1,43,84,36,43,19,41,7,10,14,55,84,5,1,41,85,27,41,20,44,6,10,14,47,85
2014-02-24 00:00:00.000,Sao Paulo Brazil ATP World Tour 250,CLAY,2,Tommy Haas,N/A Bye,Tommy Haas,,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-24 00:00:00.000,Sao Paulo Brazil ATP World Tour 250,CLAY,2,Potito Starace,Alejandro Gonzalez,Potito Starace,4-6; 6-2; 6-3,R32,110,3,1,64,88,43,64,12,24,5,7,13,55,88,6,2,59,91,39,59,13,32,7,12,14,52,91
2014-02-24 00:00:00.000,Sao Paulo Brazil ATP World Tour 250,CLAY,2,Horacio Zeballos,Pablo Cuevas,Horacio Zeballos,7-6(3); 3-6; 6-3,R32,127,5,0,56,109,43,56,31,53,8,9,15,74,109,18,2,44,80,39,44,24,36,0,1,15,63,80
2014-02-24 00:00:00.000,Sao Paulo Brazil ATP World Tour 250,CLAY,2,Guido Pella,Leonardo Mayer,Guido Pella,7-6(4); 6-7(3); 7-6(4),R32,154,9,1,78,123,65,78,25,45,6,7,18,90,123,11,7,77,120,64,77,22,43,2,3,18,86,120
2014-02-24 00:00:00.000,Sao Paulo Brazil ATP World Tour 250,CLAY,2,Juan Monaco,N/A Bye,Juan Monaco,,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-24 00:00:00.000,Sao Paulo Brazil ATP World Tour 250,CLAY,2,Albert Ramos-Vinolas,Gastao Elias,Albert Ramos-Vinolas,6-3; 3-6; 6-2,R32,131,2,3,56,88,37,56,19,32,4,6,13,56,88,6,2,42,89,33,42,21,47,7,11,13,54,89
2014-02-24 00:00:00.000,Sao Paulo Brazil ATP World Tour 250,CLAY,2,Paolo Lorenzi,Pere Riba,Paolo Lorenzi,7-5; 6-3,R32,99,6,2,41,71,32,41,19,30,3,3,11,51,71,9,2,37,72,28,37,19,35,5,7,10,47,72
2014-02-24 00:00:00.000,Sao Paulo Brazil ATP World Tour 250,CLAY,2,Rogerio Dutra Silva,Guillermo Garcia-Lopez,Rogerio Dutra Silva,1-6; 7-5; 6-3,R32,138,4,2,77,115,48,77,19,38,12,15,14,67,115,4,5,43,91,30,43,25,48,5,8,14,55,91
2014-02-24 00:00:00.000,Sao Paulo Brazil ATP World Tour 250,CLAY,2,Thomaz Bellucci,Santiago Giraldo,Thomaz Bellucci,4-6; 7-5; 6-3,R32,126,6,1,56,91,38,56,23,35,4,7,16,61,91,2,1,55,86,37,55,16,31,6,10,15,53,86
2014-02-24 00:00:00.000,Sao Paulo Brazil ATP World Tour 250,CLAY,2,Andreas Haider-Maurer,Julian Reister,Andreas Haider-Maurer,6-2; 4-6; 6-1,R32,109,8,0,56,93,43,56,17,37,6,7,13,60,93,3,1,43,68,28,43,12,25,4,8,12,40,68
2014-02-24 00:00:00.000,Sao Paulo Brazil ATP World Tour 250,CLAY,2,Martin Klizan,Guilherme Clezar,Martin Klizan,6-4; 6-3,R32,71,12,7,26,57,23,26,19,31,2,2,10,42,57,3,0,32,50,25,32,8,18,0,2,9,33,50
2014-02-24 00:00:00.000,Sao Paulo Brazil ATP World Tour 250,CLAY,2,Marcel Granollers,N/A Bye,Marcel Granollers,,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-24 00:00:00.000,Sao Paulo Brazil ATP World Tour 250,CLAY,2,Joao Souza,Robin Haase,Joao Souza,7-5; 6-4,R32,103,4,0,48,66,40,48,8,18,4,4,11,48,66,3,0,43,74,32,43,14,31,3,5,11,46,74
2014-02-24 00:00:00.000,Sao Paulo Brazil ATP World Tour 250,CLAY,2,Albert Montanes,Aljaz Bedene,Albert Montanes,6-2; 6-2,R32,60,0,0,30,40,25,30,8,10,3,3,8,33,40,1,1,20,43,13,20,11,23,0,4,8,24,43
2014-02-24 00:00:00.000,Sao Paulo Brazil ATP World Tour 250,CLAY,2,Federico Delbonis,Filippo Volandri,Federico Delbonis,6-1; 6-2,R32,47,8,1,30,40,25,30,6,10,2,3,8,31,40,2,1,24,39,11,24,4,15,2,7,7,15,39
2014-02-24 00:00:00.000,Sao Paulo Brazil ATP World Tour 250,CLAY,2,Nicolas Almagro,N/A Bye,Nicolas Almagro,,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-02-24 00:00:00.000,Sao Paulo Brazil ATP World Tour 250,CLAY,2,Tommy Haas,Potito Starace,Tommy Haas,7-6(2); 6-3,R16,90,5,3,40,68,35,40,13,28,1,1,10,48,68,6,2,52,78,36,52,13,26,6,8,11,49,78
2014-02-24 00:00:00.000,Sao Paulo Brazil ATP World Tour 250,CLAY,2,Horacio Zeballos,Guido Pella,Horacio Zeballos,6-3; 6-4,R16,74,6,0,39,53,33,39,6,14,1,2,10,39,53,6,1,37,58,25,37,9,21,7,10,9,34,58
2014-02-24 00:00:00.000,Sao Paulo Brazil ATP World Tour 250,CLAY,2,Juan Monaco,Albert Ramos-Vinolas,Juan Monaco,7-6(4); 2-6; 7-5,R16,173,5,4,85,129,53,85,23,44,14,18,16,76,129,5,4,65,108,42,65,21,43,4,7,16,63,108
2014-02-24 00:00:00.000,Sao Paulo Brazil ATP World Tour 250,CLAY,2,Paolo Lorenzi,Rogerio Dutra Silva,Paolo Lorenzi,6-4; 6-3,R16,71,1,3,26,51,22,26,14,25,0,2,10,36,51,1,2,29,45,16,29,8,16,0,4,9,24,45
2014-02-24 00:00:00.000,Sao Paulo Brazil ATP World Tour 250,CLAY,2,Thomaz Bellucci,Andreas Haider-Maurer,Thomaz Bellucci,7-6(4); 5-7; 6-3,R16,157,16,1,65,103,50,65,22,38,6,8,17,72,103,6,4,63,122,48,63,29,59,7,9,16,77,122
2014-02-24 00:00:00.000,Sao Paulo Brazil ATP World Tour 250,CLAY,2,Martin Klizan,Marcel Granollers,Martin Klizan,6-4; 6-3,R16,86,4,3,34,67,25,34,18,33,5,7,10,43,67,1,1,25,54,15,25,13,29,0,4,9,28,54
2014-02-24 00:00:00.000,Sao Paulo Brazil ATP World Tour 250,CLAY,2,Albert Montanes,Joao Souza,Albert Montanes,6-4; 2-3 RET,R16,72,2,1,27,41,21,27,9,14,3,3,7,30,41,2,0,33,47,26,33,7,14,3,4,8,33,47
2014-02-24 00:00:00.000,Sao Paulo Brazil ATP World Tour 250,CLAY,2,Federico Delbonis,Nicolas Almagro,Federico Delbonis,3-6; 6-3; 6-2,R16,91,10,0,56,82,44,56,12,26,9,10,13,56,82,10,5,38,69,32,38,13,31,2,5,13,45,69
2014-02-24 00:00:00.000,Sao Paulo Brazil ATP World Tour 250,CLAY,2,Tommy Haas,Horacio Zeballos,Tommy Haas,6-3; 5-7; 6-2,Q,102,10,4,43,81,37,43,25,38,5,6,15,62,81,7,2,51,85,40,51,14,34,3,6,14,54,85
2014-02-24 00:00:00.000,Sao Paulo Brazil ATP World Tour 250,CLAY,2,Paolo Lorenzi,Juan Monaco,Paolo Lorenzi,7-6(6); 6-7(4); 6-4,Q,154,12,4,58,99,46,58,22,41,2,6,17,68,99,0,2,79,114,51,79,16,35,2,7,17,67,114
2014-02-24 00:00:00.000,Sao Paulo Brazil ATP World Tour 250,CLAY,2,Thomaz Bellucci,Martin Klizan,Thomaz Bellucci,6-3; 6-3,Q,75,5,2,30,47,29,30,7,17,0,0,9,36,47,4,3,36,65,26,36,12,29,5,8,9,38,65
2014-02-24 00:00:00.000,Sao Paulo Brazil ATP World Tour 250,CLAY,2,Federico Delbonis,Albert Montanes,Federico Delbonis,6-4; 6-3,Q,66,6,0,28,50,22,28,15,22,0,1,10,37,50,0,1,47,62,26,47,9,15,6,9,9,35,62
2014-02-24 00:00:00.000,Sao Paulo Brazil ATP World Tour 250,CLAY,2,Paolo Lorenzi,Tommy Haas,Paolo Lorenzi,6-3; 3-2 RET,S,62,6,1,20,42,16,20,13,22,0,0,7,29,42,2,2,28,48,20,28,8,20,1,3,7,28,48
2014-02-24 00:00:00.000,Sao Paulo Brazil ATP World Tour 250,CLAY,2,Federico Delbonis,Thomaz Bellucci,Federico Delbonis,6-4; 6-7(5); 6-4,S,130,8,2,57,92,42,57,24,35,0,2,16,66,92,6,6,56,97,41,56,23,41,3,7,16,64,97
2014-02-24 00:00:00.000,Sao Paulo Brazil ATP World Tour 250,CLAY,2,Federico Delbonis,Paolo Lorenzi,Federico Delbonis,4-6; 6-3; 6-4,F,127,12,0,55,87,46,55,19,32,2,3,15,65,87,6,3,49,87,33,49,23,38,1,3,14,56,87
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Rafael Nadal,N/A Bye,Rafael Nadal,,R128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Radek Stepanek,Denis Istomin,Radek Stepanek,6-1; 3-6; 6-1,R128,116,4,0,44,84,34,44,20,40,5,6,12,54,84,3,5,43,77,30,43,12,34,3,7,11,42,77
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Tim Smyczek,Jack Sock,Tim Smyczek,6-4; 1-6; 6-4,R128,123,3,5,63,98,38,63,18,35,9,13,13,56,98,6,9,48,93,38,48,17,45,6,10,14,55,93
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Alexandr Dolgopolov,N/A Bye,Alexandr Dolgopolov,,R128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Gael Monfils,N/A Bye,Gael Monfils,,R128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Sergiy Stakhovsky,Lukasz Kubot,Sergiy Stakhovsky,6-4; 7-5,R128,88,1,1,41,59,30,41,12,18,2,3,11,42,59,4,4,39,65,29,39,12,26,6,9,11,41,65
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Ryan Harrison,Andrey Golubev,Ryan Harrison,6-4; 7-5,R128,92,2,3,42,68,30,42,18,26,3,3,11,48,68,0,2,34,69,20,34,24,35,6,8,11,44,69
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Fabio Fognini,N/A Bye,Fabio Fognini,,R128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Milos Raonic,N/A Bye,Milos Raonic,,R128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Edouard Roger-Vasselin,Benjamin Becker,Edouard Roger-Vasselin,6-4; 6-2,R128,73,2,1,36,59,28,36,12,23,6,7,9,40,59,6,2,22,46,17,22,8,24,1,5,9,25,46
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Alejandro Falla,Federico Delbonis,Alejandro Falla,6-3; 6-4,R128,70,4,4,34,63,31,34,13,29,2,2,10,44,63,2,4,33,55,24,33,10,22,2,4,9,34,55
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Jerzy Janowicz,N/A Bye,Jerzy Janowicz,,R128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Pablo Andujar,N/A Bye,Pablo Andujar,,R128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Jiri Vesely,Igor Sijsling,Jiri Vesely,3-6; 6-4; 7-6(1),R128,113,15,10,58,88,47,58,12,30,4,8,16,59,88,5,5,50,100,37,50,25,50,8,11,15,62,100
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Lukas Rosol,Dusan Lajovic,Lukas Rosol,6-7(2); 7-5; 6-4,R128,124,7,6,55,102,45,55,24,47,3,4,17,69,102,13,2,69,110,53,69,20,41,5,8,17,73,110
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Andy Murray,N/A Bye,Andy Murray,,R128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Stan Wawrinka,N/A Bye,Stan Wawrinka,,R128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Ivo Karlovic,Alex Bogomolov Jr.,Ivo Karlovic,6-4; 6-4,R128,69,8,1,32,53,25,32,10,21,2,4,10,35,53,0,1,36,52,22,36,8,16,1,5,10,30,52
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Sam Querrey,Alex Kuznetsov,Sam Querrey,6-3; 6-3,R128,69,8,1,26,53,22,26,18,27,2,2,9,40,53,4,0,40,59,25,40,10,19,3,6,9,35,59
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Andreas Seppi,N/A Bye,Andreas Seppi,,R128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Kevin Anderson,N/A Bye,Kevin Anderson,,R128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Lleyton Hewitt,Matthew Ebden,Lleyton Hewitt,7-6(2); 3-6; 6-3,R128,133,4,10,49,89,31,49,17,40,7,14,15,48,89,4,8,50,98,32,50,19,48,8,15,15,51,98
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Michael Russell,Donald Young,Michael Russell,4-6; 6-1; 6-2,R128,113,1,5,36,67,25,36,17,31,1,4,12,42,67,2,3,50,86,28,50,13,36,10,17,13,41,86
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Evgeny Donskoy,N/A Bye,Evgeny Donskoy,,R128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Tommy Haas,N/A Bye,Tommy Haas,,R128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Jeremy Chardy,Rhyne Williams,Jeremy Chardy,7-6(5); 7-5,R128,101,13,5,36,65,33,36,18,29,0,1,12,51,65,13,4,63,86,45,63,10,23,3,5,12,55,86
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Santiago Giraldo,Daniel Gimeno-Traver,Santiago Giraldo,6-3; 4-6; 6-4,R128,126,4,2,48,97,34,48,29,49,5,7,15,63,97,5,3,39,87,27,39,29,48,2,5,14,56,87
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Kei Nishikori,N/A Bye,Kei Nishikori,,R128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Dmitry Tursunov,N/A Bye,Dmitry Tursunov,,R128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Juan Monaco,Peter Polansky,Juan Monaco,6-4; 6-7(5); 6-4,R128,144,2,2,65,91,48,65,18,26,1,3,16,66,91,2,3,61,101,40,61,24,40,6,10,16,64,101
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Paul-Henri Mathieu,Robby Ginepri,Paul-Henri Mathieu,6-2; 6-3,R128,83,4,2,37,68,26,37,17,31,5,6,9,43,68,1,3,38,58,23,38,6,20,4,8,8,29,58
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Roger Federer,N/A Bye,Roger Federer,,R128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Richard Gasquet,N/A Bye,Richard Gasquet,,R128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Teymuraz Gabashvili,Nicolas Mahut,Teymuraz Gabashvili,6-2; 7-5,R128,89,2,1,47,64,33,47,6,17,3,6,10,39,64,5,3,49,73,24,49,9,24,3,9,10,33,73
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Horacio Zeballos,Rajeev Ram,Horacio Zeballos,6-3; 7-6(4),R128,100,6,2,44,77,34,44,23,33,3,3,11,57,77,8,2,43,69,34,43,11,26,2,3,10,45,69
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Fernando Verdasco,N/A Bye,Fernando Verdasco,,R128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Philipp Kohlschreiber,N/A Bye,Philipp Kohlschreiber,,R128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-03-06 00:00:00.000,ATP World Tour Masters 1000 Indian Wells CA; U.S.A. ATP World Tour Masters 1000,HARD,2,Yen-Hsun Lu,Tobias Kamke,Yen-Hsun Lu,6-0; 6-4,R128,60,1,1,31,45,25,31,6,14,4,5,8,31,45,1,1,32,51,17,32,6,19,4,9,8,23,51
