event_time,event_name,surface,num_of_sets,playerA,playerB,winner,score,round,duration_minutes,a_aces,a_double_faults,a_first_serve_hits,a_first_serve_total,a_first_serve_won,a_first_serve_played,a_second_serve_won,a_second_serve_played,a_break_points_saved,a_break_points_total,a_service_games,a_service_points_won,a_service_points_total,b_aces,b_double_faults,b_first_serve_hits,b_first_serve_total,b_first_serve_won,b_first_serve_played,b_second_serve_won,b_second_serve_played,b_break_points_saved,b_break_points_total,b_service_games,b_service_points_won,b_service_points_total
2013-12-29 00:00:00.000,Brisbane Australia ATP World Tour 250,HARD,2,Lleyton Hewitt,Kei Nishikori,Lleyton Hewitt,5-7; 6-4; 6-3,S,150,7,3,45,102,40,45,30,57,6,7,16,70,102,12,6,61,101,44,61,20,40,10,12,15,64,101
2013-12-29 00:00:00.000,Brisbane Australia ATP World Tour 250,HARD,2,Lleyton Hewitt,Roger Federer,Lleyton Hewitt,6-1; 4-6; 6-3,F,127,4,4,50,101,40,50,26,51,9,10,13,66,101,13,0,55,86,38,55,14,31,7,11,13,52,86
2013-12-30 00:00:00.000,Chennai India ATP World Tour 250,HARD,2,Stan Wawrinka,N/A Bye,Stan Wawrinka,,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-30 00:00:00.000,Chennai India ATP World Tour 250,HARD,2,Benjamin Becker,Julian Reister,Benjamin Becker,6-4; 2-1 RET,R32,50,4,2,17,29,13,17,8,12,0,1,6,21,29,1,2,28,46,15,28,9,18,2,5,7,24,46
2013-12-30 00:00:00.000,Chennai India ATP World Tour 250,HARD,2,Aljaz Bedene,Henri Laaksonen,Aljaz Bedene,6-3; 5-7; 7-6(0),R32,149,8,3,66,111,50,66,27,45,6,7,17,77,111,4,8,60,107,48,60,20,47,5,6,16,68,107
2013-12-30 00:00:00.000,Chennai India ATP World Tour 250,HARD,2,Alexander Kudryavtsev,Roberto Bautista Agut,Alexander Kudryavtsev,6-4; 3-6; 6-3,R32,107,0,1,49,84,35,49,21,35,2,4,14,56,84,1,1,53,86,41,53,13,33,4,7,14,54,86
2013-12-30 00:00:00.000,Chennai India ATP World Tour 250,HARD,2,Fabio Fognini,N/A Bye,Fabio Fognini,,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-30 00:00:00.000,Chennai India ATP World Tour 250,HARD,2,Yuki Bhambri,Pablo Carreno Busta,Yuki Bhambri,6-4; 6-3,R32,76,2,2,23,46,18,23,15,23,0,1,9,33,46,3,3,35,61,25,35,10,26,0,4,10,35,61
2013-12-30 00:00:00.000,Chennai India ATP World Tour 250,HARD,2,Yen-Hsun Lu,Tim Smyczek,Yen-Hsun Lu,6-4; 6-2,R32,73,0,3,31,51,22,31,8,20,2,5,9,30,51,0,1,44,61,23,44,4,17,4,10,9,27,61
2013-12-30 00:00:00.000,Chennai India ATP World Tour 250,HARD,2,Vasek Pospisil,Kyle Edmund,Vasek Pospisil,6-3; 7-5,R32,81,4,3,40,63,32,40,15,23,4,4,11,47,63,3,2,47,61,34,47,4,14,4,6,10,38,61
2013-12-30 00:00:00.000,Chennai India ATP World Tour 250,HARD,2,Marcel Granollers,Radu Albot,Marcel Granollers,6-4; 3-6; 6-0,R32,140,1,2,36,69,28,36,17,33,0,2,12,45,69,2,4,56,105,30,56,26,49,14,19,13,56,105
2013-12-30 00:00:00.000,Chennai India ATP World Tour 250,HARD,2,Ramkumar Ramanathan,Somdev Devvarman,Ramkumar Ramanathan,4-6; 6-3; 6-4,R32,142,6,8,59,114,41,59,26,55,5,8,15,67,114,2,1,57,88,37,57,15,31,5,9,14,52,88
2013-12-30 00:00:00.000,Chennai India ATP World Tour 250,HARD,2,Guillermo Garcia-Lopez,Aleksandr Nedovyesov,Guillermo Garcia-Lopez,7-5; 6-0,R32,71,3,2,26,47,20,26,16,21,0,0,9,36,47,1,5,32,59,19,32,12,27,5,9,9,31,59
2013-12-30 00:00:00.000,Chennai India ATP World Tour 250,HARD,2,Benoit Paire,N/A Bye,Benoit Paire,,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-30 00:00:00.000,Chennai India ATP World Tour 250,HARD,2,Edouard Roger-Vasselin,Albert Ramos-Vinolas,Edouard Roger-Vasselin,6-1; 6-3,R32,71,2,2,37,53,23,37,11,16,2,3,8,34,53,1,5,30,55,18,30,6,25,5,10,8,24,55
2013-12-30 00:00:00.000,Chennai India ATP World Tour 250,HARD,2,Jiri Vesely,Jeevan Nedunchezhiyan,Jiri Vesely,7-5; 6-2,R32,83,5,6,32,57,24,32,14,25,2,4,10,38,57,0,3,35,58,16,35,13,23,1,6,10,29,58
2013-12-30 00:00:00.000,Chennai India ATP World Tour 250,HARD,2,Dudi Sela,Lukas Lacko,Dudi Sela,6-4; 6-2,R32,87,2,1,42,67,29,42,14,25,5,6,9,43,67,4,6,46,77,26,46,15,31,6,10,9,41,77
2013-12-30 00:00:00.000,Chennai India ATP World Tour 250,HARD,2,Mikhail Youzhny,N/A Bye,Mikhail Youzhny,,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-30 00:00:00.000,Chennai India ATP World Tour 250,HARD,2,Stan Wawrinka,Benjamin Becker,Stan Wawrinka,6-3; 6-1,R16,55,4,3,29,46,25,29,10,17,4,4,8,35,46,2,3,26,51,14,26,11,25,4,8,8,25,51
2013-12-30 00:00:00.000,Chennai India ATP World Tour 250,HARD,2,Aljaz Bedene,Alexander Kudryavtsev,Aljaz Bedene,1-6; 3-0 RET,R16,43,4,1,16,25,11,16,5,9,0,2,5,16,25,1,0,20,32,14,20,7,12,0,1,5,21,32
2013-12-30 00:00:00.000,Chennai India ATP World Tour 250,HARD,2,Yuki Bhambri,Fabio Fognini,Yuki Bhambri,6-1; 5-5 RET,R16,66,2,2,35,57,25,35,12,22,2,3,9,37,57,1,3,30,45,19,30,7,15,3,6,8,26,45
2013-12-30 00:00:00.000,Chennai India ATP World Tour 250,HARD,2,Vasek Pospisil,Yen-Hsun Lu,Vasek Pospisil,W/O,R16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013-12-30 00:00:00.000,Chennai India ATP World Tour 250,HARD,2,Marcel Granollers,Ramkumar Ramanathan,Marcel Granollers,6-2; 6-4,R16,71,1,1,29,45,20,29,10,16,1,3,9,30,45,3,6,28,57,18,28,8,29,4,9,9,26,57
2013-12-30 00:00:00.000,Chennai India ATP World Tour 250,HARD,2,Benoit Paire,Guillermo Garcia-Lopez,Benoit Paire,6-1; 6-4,R16,78,5,8,31,75,23,31,22,44,11,12,9,45,75,1,3,29,50,18,29,8,21,2,6,8,26,50
2013-12-30 00:00:00.000,Chennai India ATP World Tour 250,HARD,2,Edouard Roger-Vasselin,Jiri Vesely,Edouard Roger-Vasselin,6-4; 6-4,R16,82,2,2,42,65,29,42,17,23,8,8,10,46,65,6,3,30,57,23,30,15,27,1,3,10,38,57
2013-12-30 00:00:00.000,Chennai India ATP World Tour 250,HARD,2,Dudi Sela,Mikhail Youzhny,Dudi Sela,3-1 RET,R16,24,0,1,8,14,6,8,2,6,2,3,2,8,14,1,1,14,22,6,14,3,8,4,6,2,9,22
2013-12-30 00:00:00.000,Chennai India ATP World Tour 250,HARD,2,Stan Wawrinka,Aljaz Bedene,Stan Wawrinka,6-2; 6-1,Q,66,4,4,32,54,20,32,10,22,5,7,7,30,54,3,4,23,52,9,23,11,29,4,11,8,20,52
2013-12-30 00:00:00.000,Chennai India ATP World Tour 250,HARD,2,Vasek Pospisil,Yuki Bhambri,Vasek Pospisil,6-3; 6-3,Q,71,5,1,33,48,27,33,10,15,0,0,9,37,48,1,3,32,55,20,32,12,23,4,7,9,32,55
2013-12-30 00:00:00.000,Chennai India ATP World Tour 250,HARD,2,Marcel Granollers,Benoit Paire,Marcel Granollers,6-2; 3-6; 7-6(5),Q,133,0,3,75,97,49,75,8,22,6,11,14,57,97,4,3,39,91,30,39,21,52,4,10,15,51,91
2013-12-30 00:00:00.000,Chennai India ATP World Tour 250,HARD,2,Edouard Roger-Vasselin,Dudi Sela,Edouard Roger-Vasselin,7-5; 6-7(6); 6-0,Q,126,3,4,71,114,50,71,20,43,8,10,15,70,114,1,3,51,83,32,51,16,32,2,8,15,48,83
2013-12-30 00:00:00.000,Chennai India ATP World Tour 250,HARD,2,Stan Wawrinka,Vasek Pospisil,Stan Wawrinka,6-4; 5-5 RET,S,111,4,3,51,90,38,51,17,39,9,10,10,55,90,3,5,35,61,25,35,13,26,2,4,10,38,61
2013-12-30 00:00:00.000,Chennai India ATP World Tour 250,HARD,2,Edouard Roger-Vasselin,Marcel Granollers,Edouard Roger-Vasselin,6-2; 4-6; 6-3,S,122,3,0,55,78,38,55,13,23,3,6,14,51,78,4,3,40,85,26,40,21,45,11,16,13,47,85
2013-12-30 00:00:00.000,Chennai India ATP World Tour 250,HARD,2,Stan Wawrinka,Edouard Roger-Vasselin,Stan Wawrinka,7-5; 6-2,F,96,5,2,35,63,25,35,20,28,1,1,10,45,63,1,1,54,79,36,54,9,25,5,8,10,45,79
2013-12-30 00:00:00.000,Doha Qatar ATP World Tour 250,HARD,2,Rafael Nadal,Lukas Rosol,Rafael Nadal,6-2; 7-6(7),R32,104,3,3,52,76,35,52,14,24,4,5,10,49,76,3,2,48,84,27,48,19,36,3,6,10,46,84
2013-12-30 00:00:00.000,Doha Qatar ATP World Tour 250,HARD,2,Tobias Kamke,Malek Jaziri,Tobias Kamke,6-3; 6-4,R32,71,2,2,40,60,28,40,13,20,5,6,10,41,60,0,5,25,46,22,25,6,21,0,3,9,28,46
2013-12-30 00:00:00.000,Doha Qatar ATP World Tour 250,HARD,2,Lukasz Kubot,Daniel Gimeno-Traver,Lukasz Kubot,6-4; 6-3,R32,79,0,2,39,62,27,39,11,23,0,2,10,38,62,2,0,39,59,24,39,9,20,7,11,9,33,59
2013-12-30 00:00:00.000,Doha Qatar ATP World Tour 250,HARD,2,Ernests Gulbis,Daniel Evans,Ernests Gulbis,6-2; 4-6; 6-0,R32,90,9,3,39,66,30,39,12,27,2,5,12,42,66,3,5,46,79,18,46,19,33,6,13,12,37,79
2013-12-30 00:00:00.000,Doha Qatar ATP World Tour 250,HARD,2,Ivo Karlovic,Tomas Berdych,Ivo Karlovic,7-6(7); 7-6(4),R32,107,24,2,54,83,45,54,17,29,2,2,12,62,83,8,2,43,74,37,43,20,31,1,1,12,57,74
2013-12-30 00:00:00.000,Doha Qatar ATP World Tour 250,HARD,2,Dustin Brown,Ivan Dodig,Dustin Brown,6-4; 6-2,R32,56,5,3,30,47,25,30,10,17,1,2,9,35,47,6,3,32,58,19,32,10,26,3,7,9,29,58
2013-12-30 00:00:00.000,Doha Qatar ATP World Tour 250,HARD,2,Peter Gojowczyk,Dominic Thiem,Peter Gojowczyk,7-5; 6-0,R32,65,3,0,31,53,22,31,17,22,1,1,9,39,53,2,6,30,55,18,30,9,25,4,8,9,27,55
2013-12-30 00:00:00.000,Doha Qatar ATP World Tour 250,HARD,2,Philipp Kohlschreiber,Pablo Andujar,Philipp Kohlschreiber,7-6(7); 6-2,R32,96,2,4,37,71,25,37,16,34,4,8,10,41,71,0,5,35,67,19,35,12,32,3,9,10,31,67
2013-12-30 00:00:00.000,Doha Qatar ATP World Tour 250,HARD,2,Fernando Verdasco,Filippo Volandri,Fernando Verdasco,6-3; 6-3,R32,67,3,3,42,57,33,42,6,15,5,6,9,39,57,0,1,38,55,20,38,8,17,3,7,9,28,55
2013-12-30 00:00:00.000,Doha Qatar ATP World Tour 250,HARD,2,Victor Hanescu,Joao Sousa,Victor Hanescu,6-3; 6-2,R32,67,11,1,35,50,27,35,10,15,1,1,9,37,50,1,2,31,48,19,31,6,17,3,6,8,25,48
2013-12-30 00:00:00.000,Doha Qatar ATP World Tour 250,HARD,2,Florian Mayer,Michal Przysiezny,Florian Mayer,6-2; 3-6; 7-6(5),R32,125,6,0,64,99,42,64,17,35,6,10,14,59,99,8,5,57,101,41,57,19,44,7,12,15,60,101
2013-12-30 00:00:00.000,Doha Qatar ATP World Tour 250,HARD,2,Andy Murray,Mousa Shanan Zayed,Andy Murray,6-0; 6-0,R32,37,3,3,20,32,20,20,4,12,0,0,6,24,32,0,2,16,34,4,16,5,18,3,9,6,9,34
2013-12-30 00:00:00.000,Doha Qatar ATP World Tour 250,HARD,2,Richard Gasquet,Karim Hossam,Richard Gasquet,7-5; 6-1,R32,68,0,0,36,51,28,36,7,15,2,5,10,35,51,3,0,27,49,14,27,9,22,1,7,9,23,49
2013-12-30 00:00:00.000,Doha Qatar ATP World Tour 250,HARD,2,Gael Monfils,Santiago Giraldo,Gael Monfils,7-6(1); 6-2,R32,78,9,3,37,55,32,37,12,18,0,0,10,44,55,2,0,42,68,27,42,13,26,7,9,10,40,68
2013-12-30 00:00:00.000,Doha Qatar ATP World Tour 250,HARD,2,Daniel Brands,Nikolay Davydenko,Daniel Brands,6-4; 6-4,R32,80,8,1,54,74,37,54,14,20,5,5,10,51,74,0,5,51,66,34,51,5,15,5,7,10,39,66
2013-12-30 00:00:00.000,Doha Qatar ATP World Tour 250,HARD,2,David Ferrer,Alexandr Dolgopolov,David Ferrer,6-3; 5-7; 6-3,R32,124,2,1,66,92,42,66,13,26,5,9,15,55,92,2,1,63,98,37,63,15,35,5,11,15,52,98
2013-12-30 00:00:00.000,Doha Qatar ATP World Tour 250,HARD,2,Rafael Nadal,Tobias Kamke,Rafael Nadal,6-3; 6-7(3); 6-3,R16,146,5,0,68,92,50,68,15,24,1,2,16,65,92,3,6,54,100,39,54,23,46,9,12,14,62,100
2013-12-30 00:00:00.000,Doha Qatar ATP World Tour 250,HARD,2,Ernests Gulbis,Lukasz Kubot,Ernests Gulbis,6-2; 4-6; 6-3,R16,129,12,3,64,87,44,64,14,23,3,5,14,58,87,1,3,65,105,38,65,21,40,12,16,13,59,105
2013-12-30 00:00:00.000,Doha Qatar ATP World Tour 250,HARD,2,Dustin Brown,Ivo Karlovic,Dustin Brown,3-6; 7-6(13); 6-4,R16,109,4,4,61,91,47,61,18,30,0,2,15,65,91,21,3,80,110,61,80,13,30,4,6,16,74,110
2013-12-30 00:00:00.000,Doha Qatar ATP World Tour 250,HARD,2,Peter Gojowczyk,Philipp Kohlschreiber,Peter Gojowczyk,7-6(4); 7-6(7),R16,101,7,0,47,80,36,47,20,33,1,3,12,56,80,4,0,47,81,32,47,21,34,0,2,12,53,81
2013-12-30 00:00:00.000,Doha Qatar ATP World Tour 250,HARD,2,Victor Hanescu,Fernando Verdasco,Victor Hanescu,4-6; 7-6(0); 6-2,R16,117,3,0,76,96,57,76,11,20,3,4,15,68,96,4,4,60,85,42,60,16,25,1,3,15,58,85
2013-12-30 00:00:00.000,Doha Qatar ATP World Tour 250,HARD,2,Florian Mayer,Andy Murray,Florian Mayer,3-6; 6-4; 6-2,R16,112,4,1,57,87,38,57,19,30,7,10,14,57,87,5,3,45,83,28,45,21,38,5,9,13,49,83
2013-12-30 00:00:00.000,Doha Qatar ATP World Tour 250,HARD,2,Gael Monfils,Richard Gasquet,Gael Monfils,6-2; 7-5,R16,63,9,2,37,53,32,37,8,16,0,1,10,40,53,0,1,51,59,28,51,6,8,3,7,10,34,59
2013-12-30 00:00:00.000,Doha Qatar ATP World Tour 250,HARD,2,Daniel Brands,David Ferrer,Daniel Brands,6-4; 7-5,R16,75,5,0,42,57,33,42,10,15,2,3,11,43,57,2,1,48,66,31,48,9,18,4,7,11,40,66
2013-12-30 00:00:00.000,Doha Qatar ATP World Tour 250,HARD,2,Rafael Nadal,Ernests Gulbis,Rafael Nadal,7-5; 6-4,Q,115,3,0,58,72,37,58,9,14,3,5,11,46,72,9,3,45,72,33,45,10,27,4,8,11,43,72
2013-12-30 00:00:00.000,Doha Qatar ATP World Tour 250,HARD,2,Peter Gojowczyk,Dustin Brown,Peter Gojowczyk,6-3; 3-6; 7-6(5),Q,117,4,2,60,110,41,60,24,50,11,15,15,65,110,9,4,70,110,43,70,19,40,4,8,15,62,110
2013-12-30 00:00:00.000,Doha Qatar ATP World Tour 250,HARD,2,Florian Mayer,Victor Hanescu,Florian Mayer,6-4; 6-7(8); 6-4,Q,135,4,3,58,99,40,58,25,41,4,6,16,65,99,6,2,84,111,55,84,12,27,7,11,16,67,111
2013-12-30 00:00:00.000,Doha Qatar ATP World Tour 250,HARD,2,Gael Monfils,Daniel Brands,Gael Monfils,6-2; 6-1,Q,49,6,2,32,42,27,32,5,10,0,0,8,32,42,2,0,29,42,15,29,4,13,3,7,7,19,42
2013-12-30 00:00:00.000,Doha Qatar ATP World Tour 250,HARD,2,Rafael Nadal,Peter Gojowczyk,Rafael Nadal,4-6; 6-2; 6-3,S,120,5,2,46,72,35,46,11,26,1,4,13,46,72,1,4,46,84,29,46,17,38,10,16,14,46,84
2013-12-30 00:00:00.000,Doha Qatar ATP World Tour 250,HARD,2,Gael Monfils,Florian Mayer,Gael Monfils,6-3; 6-2,S,55,9,4,38,50,29,38,5,12,1,2,9,34,50,1,1,35,52,19,35,7,17,6,10,8,26,52
2013-12-30 00:00:00.000,Doha Qatar ATP World Tour 250,HARD,2,Rafael Nadal,Gael Monfils,Rafael Nadal,6-1; 6-7(5); 6-2,F,120,2,0,63,82,46,63,16,19,4,5,14,62,82,13,4,63,87,42,63,11,24,6,11,13,53,87
2014-01-06 00:00:00.000,Auckland New Zealand ATP World Tour 250,HARD,2,David Ferrer,N/A Bye,David Ferrer,,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-06 00:00:00.000,Auckland New Zealand ATP World Tour 250,HARD,2,Donald Young,Federico Delbonis,Donald Young,7-5; 6-2,R32,86,2,4,41,59,33,41,9,18,2,3,10,42,59,2,2,59,82,33,59,12,23,9,13,10,45,82
2014-01-06 00:00:00.000,Auckland New Zealand ATP World Tour 250,HARD,2,Santiago Giraldo,Albert Montanes,Santiago Giraldo,6-1; 7-6(3),R32,75,10,2,38,63,30,38,11,25,2,3,9,41,63,1,4,38,68,27,38,10,30,6,10,10,37,68
2014-01-06 00:00:00.000,Auckland New Zealand ATP World Tour 250,HARD,2,Guillermo Garcia-Lopez,Robin Haase,Guillermo Garcia-Lopez,4-6; 7-5; 7-6(4),R32,131,4,6,55,107,41,55,27,52,4,7,17,68,107,7,4,72,100,54,72,10,28,0,3,17,64,100
2014-01-06 00:00:00.000,Auckland New Zealand ATP World Tour 250,HARD,2,Kevin Anderson,N/A Bye,Kevin Anderson,,R32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2014-01-06 00:00:00.000,Auckland New Zealand ATP World Tour 250,HARD,2,Steve Johnson,Marcos Baghdatis,Steve Johnson,7-5; 6-7(3); 6-4,R32,122,13,2,59,103,44,59,28,44,1,2,17,72,103,8,7,63,105,47,63,22,42,4,7,17,69,105
2014-01-06 00:00:00.000,Auckland New Zealand ATP World Tour 250,HARD,2,Yen-Hsun Lu,Igor Sijsling,Yen-Hsun Lu,7-5; 7-6(7),R32,85,3,2,49,76,34,49,16,27,1,3,12,50,76,11,2,36,76,30,36,18,40,4,7,12,48,76
