"tiebreak","breakpoint","before_breakpoint","set_up","set_down","serve_points_won","return_points_won","serving_games_won","returning_games_won","serving_sets_won","returning_sets_won","point_importance","serving","returning","serving_match","returning_match","tournament","p_noniid","p_iid"
FALSE,FALSE,TRUE,0,0,2,2,0,1,0,0,0.0640949554896142,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.600669176695933,0.606084030260136
FALSE,FALSE,FALSE,0,0,0,1,1,1,0,0,0.0548924868747775,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.604812406913308,0.606084030260136
FALSE,FALSE,TRUE,0,0,0,2,1,1,0,0,0.0658432607715134,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.600550895744627,0.606084030260136
FALSE,TRUE,FALSE,0,0,0,3,1,1,0,0,0.0513397744807122,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.596829472744956,0.606084030260136
FALSE,FALSE,TRUE,0,0,1,2,2,1,0,0,0.074001471810089,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.599998800109053,0.606084030260136
FALSE,FALSE,FALSE,0,0,0,1,1,3,0,0,0.0282779477839763,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.606605105042346,0.606084030260136
FALSE,FALSE,TRUE,0,0,0,2,1,3,0,0,0.0339192555489614,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.602708841462953,0.606084030260136
FALSE,FALSE,TRUE,0,0,1,2,1,3,0,0,0.0381219703264095,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.602424979622764,0.606084030260136
FALSE,TRUE,FALSE,0,0,1,3,1,3,0,0,0.0413246290801187,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.597508965843297,0.606084030260136
FALSE,FALSE,FALSE,0,0,1,0,4,1,0,0,0.0100371592735905,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.607832112271197,0.606084030260136
FALSE,FALSE,FALSE,0,0,2,0,4,1,0,0,0.00571501388724035,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.608122652124455,0.606084030260136
FALSE,FALSE,FALSE,0,0,2,1,4,1,0,0,0.0125523560830861,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.607663002517787,0.606084030260136
FALSE,FALSE,FALSE,0,0,3,1,4,1,0,0,0.00519169139465875,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.608157825303288,0.606084030260136
FALSE,FALSE,FALSE,0,0,2,0,1,5,0,0,0.000476251157270029,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.608474705429286,0.606084030260136
FALSE,FALSE,FALSE,0,0,3,0,1,5,0,0,0.000155750741839762,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.608496239914854,0.606084030260136
FALSE,TRUE,FALSE,0,1,0,3,0,0,0,1,0.0466725222551929,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.584894940667985,0.606084030260136
FALSE,FALSE,FALSE,1,0,0,0,1,0,1,0,0.0340242687240356,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.613306785156684,0.606084030260136
FALSE,FALSE,FALSE,1,0,1,0,1,0,1,0,0.0250928981839762,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.613904021283705,0.606084030260136
FALSE,FALSE,FALSE,1,0,2,0,1,0,1,0,0.0142875347181009,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.614626112199522,0.606084030260136
FALSE,FALSE,FALSE,1,0,3,0,1,0,1,0,0.00467252225519287,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.615268231479129,0.606084030260136
FALSE,FALSE,FALSE,0,1,0,0,0,2,0,1,0.0204145612344214,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.594980712014137,0.606084030260136
FALSE,FALSE,FALSE,0,1,1,0,0,2,0,1,0.0150557389103857,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.595344872934168,0.606084030260136
FALSE,FALSE,FALSE,0,1,2,0,0,2,0,1,0.00857252083086052,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.595785302307957,0.606084030260136
FALSE,FALSE,FALSE,0,1,2,1,0,2,0,1,0.0188285341246291,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.595088502033507,0.606084030260136
FALSE,FALSE,FALSE,0,1,3,1,0,2,0,1,0.00778753709198813,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.595838618748058,0.606084030260136
FALSE,FALSE,FALSE,1,0,0,0,2,1,1,0,0.0374266955964392,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.613079176843281,0.606084030260136
FALSE,FALSE,FALSE,1,0,1,0,2,1,1,0,0.0276021880023739,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.613736260910843,0.606084030260136
FALSE,FALSE,FALSE,1,0,2,0,2,1,1,0,0.015716288189911,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.614530661645345,0.606084030260136
FALSE,FALSE,FALSE,1,0,3,0,2,1,1,0,0.00513977448071216,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.615237036239595,0.606084030260136
FALSE,FALSE,FALSE,0,1,0,0,1,3,0,1,0.0192804189436202,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.595057791844323,0.606084030260136
FALSE,FALSE,FALSE,0,1,1,0,1,3,0,1,0.0142193089709199,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.595401703407603,0.606084030260136
FALSE,FALSE,FALSE,0,1,1,1,1,3,0,1,0.0251047121661721,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.594661905104039,0.606084030260136
FALSE,FALSE,FALSE,0,1,2,1,1,3,0,1,0.0177825044510386,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.595159587578299,0.606084030260136
FALSE,FALSE,TRUE,0,1,2,2,1,3,0,1,0.0363204747774481,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.590346996933099,0.606084030260136
FALSE,FALSE,FALSE,0,1,3,2,1,3,0,1,0.0204302670623145,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.594979644564439,0.606084030260136
FALSE,FALSE,TRUE,0,1,3,3,1,3,0,1,0.0363204747774481,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.590346996933099,0.606084030260136
FALSE,TRUE,FALSE,0,1,3,4,1,3,0,1,0.0645697329376855,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.583668873468416,0.606084030260136
FALSE,FALSE,FALSE,0,1,4,3,1,3,0,1,0.0204302670623145,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.594979644564439,0.606084030260136
FALSE,FALSE,FALSE,1,0,0,1,3,2,1,0,0.0615461216474778,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.6114642755855,0.606084030260136
FALSE,FALSE,TRUE,1,0,1,2,3,2,1,0,0.0829713471810089,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.606523107723292,0.606084030260136
FALSE,TRUE,FALSE,1,0,1,3,3,2,1,0,0.0899418397626113,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.601369536735031,0.606084030260136
FALSE,TRUE,FALSE,1,0,2,3,3,2,1,0,0.14053412462908,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.59794402652026,0.606084030260136
FALSE,FALSE,TRUE,1,0,3,3,3,2,1,0,0.0790504451038576,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.606786989372308,0.606084030260136
FALSE,FALSE,FALSE,1,0,4,3,3,2,1,0,0.0444658753709199,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.612608128043777,0.606084030260136
FALSE,TRUE,FALSE,0,1,2,3,2,4,0,1,0.0531750741839763,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.584449597257602,0.606084030260136
FALSE,TRUE,FALSE,0,1,3,4,2,4,0,1,0.0531750741839763,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.584449597257602,0.606084030260136
FALSE,FALSE,FALSE,1,0,0,0,5,2,1,0,0.0090731383264095,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.614974394865157,0.606084030260136
FALSE,FALSE,FALSE,1,0,1,0,5,2,1,0,0.00669143951572699,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.615133435367442,0.606084030260136
FALSE,FALSE,FALSE,1,0,2,0,5,2,1,0,0.00381000925816023,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.615325813091019,0.606084030260136
FALSE,FALSE,FALSE,1,0,2,1,5,2,1,0,0.00836823738872404,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.615021467945146,0.606084030260136
FALSE,FALSE,TRUE,1,0,2,2,5,2,1,0,0.0170919881305638,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.610948508020052,0.606084030260136
FALSE,FALSE,FALSE,1,0,3,2,5,2,1,0,0.00961424332344214,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.614938258570454,0.606084030260136
FALSE,FALSE,FALSE,0,0,2,1,1,0,0,0,0.0313808902077151,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.606396244308805,0.606084030260136
FALSE,FALSE,FALSE,0,0,3,1,1,0,0,0,0.0129792284866469,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.607634299102341,0.606084030260136
FALSE,FALSE,TRUE,0,0,1,2,0,2,0,0,0.0403644391691395,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.602273489468316,0.606084030260136
FALSE,FALSE,TRUE,0,0,3,3,0,2,0,0,0.0384569732937685,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.602402349717948,0.606084030260136
FALSE,FALSE,FALSE,0,0,4,3,0,2,0,0,0.0216320474777448,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.607052312989817,0.606084030260136
FALSE,FALSE,FALSE,0,0,2,0,2,1,0,0,0.015716288189911,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.607450238236154,0.606084030260136
FALSE,FALSE,TRUE,0,0,3,3,2,1,0,0,0.0705044510385757,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.600235487340897,0.606084030260136
FALSE,FALSE,FALSE,0,0,4,3,2,1,0,0,0.0396587537091988,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.605838866721049,0.606084030260136
FALSE,FALSE,TRUE,0,0,2,2,1,3,0,0,0.0363204747774481,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.602546665577612,0.606084030260136
FALSE,FALSE,FALSE,0,0,3,2,1,3,0,0,0.0204302670623145,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.607133162617493,0.606084030260136
FALSE,FALSE,TRUE,0,0,3,3,1,3,0,0,0.0363204747774481,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.602546665577612,0.606084030260136
FALSE,TRUE,FALSE,0,0,3,4,1,3,0,0,0.0645697329376855,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.595931296086036,0.606084030260136
FALSE,FALSE,FALSE,0,0,3,0,4,1,0,0,0.00186900890207715,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.608381120860053,0.606084030260136
FALSE,FALSE,TRUE,0,0,2,2,1,5,0,0,0.00213649851632047,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.604853278372192,0.606084030260136
FALSE,TRUE,FALSE,0,0,2,3,1,5,0,0,0.00379821958456973,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.600051655983211,0.606084030260136
FALSE,FALSE,FALSE,1,0,2,1,0,0,1,0,0.0313808902077151,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.613483582111874,0.606084030260136
FALSE,FALSE,FALSE,0,1,1,0,0,1,0,1,0.0250928981839762,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.594662708244535,0.606084030260136
FALSE,FALSE,FALSE,0,1,2,0,0,1,0,1,0.0142875347181009,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.5953970679669,0.606084030260136
FALSE,FALSE,FALSE,0,1,3,0,0,1,0,1,0.00467252225519287,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.596050169608681,0.606084030260136
FALSE,FALSE,FALSE,1,0,1,1,1,1,1,0,0.0487326765578635,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.612322499056834,0.606084030260136
FALSE,FALSE,TRUE,1,0,1,2,1,1,1,0,0.074001471810089,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.60712669982725,0.606084030260136
FALSE,FALSE,TRUE,1,0,2,2,1,1,1,0,0.0705044510385757,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.607361929415837,0.606084030260136
FALSE,TRUE,FALSE,1,0,2,3,1,1,1,0,0.125341246290801,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.598973729634213,0.606084030260136
FALSE,FALSE,FALSE,0,1,0,1,2,1,0,1,0.0548924868747775,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.592635266191252,0.606084030260136
FALSE,FALSE,TRUE,0,1,0,2,2,1,0,1,0.0658432607715134,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.588331820983386,0.606084030260136
FALSE,FALSE,TRUE,0,1,1,2,2,1,0,1,0.074001471810089,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.587774429322026,0.606084030260136
FALSE,TRUE,FALSE,0,1,1,3,2,1,0,1,0.0802183976261128,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.582595995796082,0.606084030260136
FALSE,TRUE,FALSE,0,1,2,3,2,1,0,1,0.125341246290801,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.579498010838407,0.606084030260136
FALSE,FALSE,FALSE,1,0,0,0,2,2,1,0,0.0419632647596439,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.612775622259874,0.606084030260136
FALSE,FALSE,FALSE,1,0,1,0,2,2,1,0,0.0309479077602373,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.613512538405503,0.606084030260136
FALSE,FALSE,FALSE,1,0,2,0,2,2,1,0,0.0176212928189911,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.614403380535214,0.606084030260136
FALSE,FALSE,FALSE,1,0,2,1,2,2,1,0,0.0387030979228487,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.612993778048838,0.606084030260136
