"tiebreak","breakpoint","before_breakpoint","set_up","set_down","serving","returning","serving_match","returning_match","p_noniid","p_iid"
TRUE,TRUE,FALSE,0,1,"Albert Ramos","Samuel Groth","Men'sUSOpen.:Samuel Groth:Albert Ramos:2014 Albert Ramos","Men'sUSOpen.:Samuel Groth:Albert Ramos:2014 Samuel Groth",0.655736211966967,0.684772452438314
FALSE,FALSE,FALSE,0,0,"Alejandro Falla","Jeremy Chardy","Men'sUSOpen.:Alejandro Falla:Jeremy Chardy:2014 Alejandro Falla","Men'sUSOpen.:Alejandro Falla:Jeremy Chardy:2014 Jeremy Chardy",0.574377929315975,0.567247600524813
FALSE,FALSE,TRUE,0,0,"Alejandro Falla","Jeremy Chardy","Men'sUSOpen.:Alejandro Falla:Jeremy Chardy:2014 Alejandro Falla","Men'sUSOpen.:Alejandro Falla:Jeremy Chardy:2014 Jeremy Chardy",0.567999866857197,0.567247600524813
FALSE,TRUE,FALSE,0,0,"Alejandro Falla","Jeremy Chardy","Men'sUSOpen.:Alejandro Falla:Jeremy Chardy:2014 Alejandro Falla","Men'sUSOpen.:Alejandro Falla:Jeremy Chardy:2014 Jeremy Chardy",0.560593055406362,0.567247600524813
FALSE,FALSE,FALSE,0,1,"Alejandro Falla","Jeremy Chardy","Men'sUSOpen.:Alejandro Falla:Jeremy Chardy:2014 Alejandro Falla","Men'sUSOpen.:Alejandro Falla:Jeremy Chardy:2014 Jeremy Chardy",0.562477891255992,0.567247600524813
FALSE,FALSE,TRUE,0,1,"Alejandro Falla","Jeremy Chardy","Men'sUSOpen.:Alejandro Falla:Jeremy Chardy:2014 Alejandro Falla","Men'sUSOpen.:Alejandro Falla:Jeremy Chardy:2014 Jeremy Chardy",0.556059332351551,0.567247600524813
FALSE,FALSE,FALSE,1,0,"Alejandro Falla","Jeremy Chardy","Men'sUSOpen.:Alejandro Falla:Jeremy Chardy:2014 Alejandro Falla","Men'sUSOpen.:Alejandro Falla:Jeremy Chardy:2014 Jeremy Chardy",0.582389460606661,0.567247600524813
FALSE,FALSE,TRUE,1,0,"Alejandro Falla","Jeremy Chardy","Men'sUSOpen.:Alejandro Falla:Jeremy Chardy:2014 Alejandro Falla","Men'sUSOpen.:Alejandro Falla:Jeremy Chardy:2014 Jeremy Chardy",0.576042838703987,0.567247600524813
FALSE,TRUE,FALSE,0,1,"Alejandro Falla","Jeremy Chardy","Men'sUSOpen.:Alejandro Falla:Jeremy Chardy:2014 Alejandro Falla","Men'sUSOpen.:Alejandro Falla:Jeremy Chardy:2014 Jeremy Chardy",0.548610490834886,0.567247600524813
FALSE,TRUE,FALSE,1,0,"Alejandro Falla","Jeremy Chardy","Men'sUSOpen.:Alejandro Falla:Jeremy Chardy:2014 Alejandro Falla","Men'sUSOpen.:Alejandro Falla:Jeremy Chardy:2014 Jeremy Chardy",0.568669207986301,0.567247600524813
TRUE,FALSE,FALSE,0,0,"Alejandro Falla","Jeremy Chardy","Men'sUSOpen.:Alejandro Falla:Jeremy Chardy:2014 Alejandro Falla","Men'sUSOpen.:Alejandro Falla:Jeremy Chardy:2014 Jeremy Chardy",0.562983689442827,0.567247600524813
TRUE,FALSE,FALSE,1,0,"Alejandro Falla","Jeremy Chardy","Men'sUSOpen.:Alejandro Falla:Jeremy Chardy:2014 Alejandro Falla","Men'sUSOpen.:Alejandro Falla:Jeremy Chardy:2014 Jeremy Chardy",0.571049523931454,0.567247600524813
TRUE,FALSE,FALSE,0,1,"Alejandro Falla","Jeremy Chardy","Men'sUSOpen.:Alejandro Falla:Jeremy Chardy:2014 Alejandro Falla","Men'sUSOpen.:Alejandro Falla:Jeremy Chardy:2014 Jeremy Chardy",0.551014103843506,0.567247600524813
TRUE,TRUE,FALSE,0,0,"Alejandro Falla","Jeremy Chardy","Men'sUSOpen.:Alejandro Falla:Jeremy Chardy:2014 Alejandro Falla","Men'sUSOpen.:Alejandro Falla:Jeremy Chardy:2014 Jeremy Chardy",0.549119469707656,0.567247600524813
TRUE,TRUE,FALSE,0,1,"Alejandro Falla","Jeremy Chardy","Men'sUSOpen.:Alejandro Falla:Jeremy Chardy:2014 Alejandro Falla","Men'sUSOpen.:Alejandro Falla:Jeremy Chardy:2014 Jeremy Chardy",0.53708238967244,0.567247600524813
FALSE,FALSE,FALSE,0,0,"Alejandro Gonzalez","Dmitry Tursunov","Men'sUSOpen.:Dmitry Tursunov:Alejandro Gonzalez:2014 Alejandro Gonzalez","Men'sUSOpen.:Dmitry Tursunov:Alejandro Gonzalez:2014 Dmitry Tursunov",0.659070791293331,0.664197049001732
FALSE,FALSE,TRUE,0,0,"Alejandro Gonzalez","Dmitry Tursunov","Men'sUSOpen.:Dmitry Tursunov:Alejandro Gonzalez:2014 Alejandro Gonzalez","Men'sUSOpen.:Dmitry Tursunov:Alejandro Gonzalez:2014 Dmitry Tursunov",0.653195575287048,0.664197049001732
FALSE,TRUE,FALSE,0,0,"Alejandro Gonzalez","Dmitry Tursunov","Men'sUSOpen.:Dmitry Tursunov:Alejandro Gonzalez:2014 Alejandro Gonzalez","Men'sUSOpen.:Dmitry Tursunov:Alejandro Gonzalez:2014 Dmitry Tursunov",0.646339977283365,0.664197049001732
FALSE,FALSE,FALSE,0,1,"Alejandro Gonzalez","Dmitry Tursunov","Men'sUSOpen.:Dmitry Tursunov:Alejandro Gonzalez:2014 Alejandro Gonzalez","Men'sUSOpen.:Dmitry Tursunov:Alejandro Gonzalez:2014 Dmitry Tursunov",0.648087895226881,0.664197049001732
FALSE,FALSE,TRUE,0,1,"Alejandro Gonzalez","Dmitry Tursunov","Men'sUSOpen.:Dmitry Tursunov:Alejandro Gonzalez:2014 Alejandro Gonzalez","Men'sUSOpen.:Dmitry Tursunov:Alejandro Gonzalez:2014 Dmitry Tursunov",0.642126183416166,0.664197049001732
FALSE,FALSE,FALSE,1,0,"Alejandro Gonzalez","Dmitry Tursunov","Men'sUSOpen.:Dmitry Tursunov:Alejandro Gonzalez:2014 Alejandro Gonzalez","Men'sUSOpen.:Dmitry Tursunov:Alejandro Gonzalez:2014 Dmitry Tursunov",0.666414005758259,0.664197049001732
FALSE,FALSE,TRUE,1,0,"Alejandro Gonzalez","Dmitry Tursunov","Men'sUSOpen.:Dmitry Tursunov:Alejandro Gonzalez:2014 Alejandro Gonzalez","Men'sUSOpen.:Dmitry Tursunov:Alejandro Gonzalez:2014 Dmitry Tursunov",0.660600168349393,0.664197049001732
FALSE,TRUE,FALSE,0,1,"Alejandro Gonzalez","Dmitry Tursunov","Men'sUSOpen.:Dmitry Tursunov:Alejandro Gonzalez:2014 Alejandro Gonzalez","Men'sUSOpen.:Dmitry Tursunov:Alejandro Gonzalez:2014 Dmitry Tursunov",0.635173982403661,0.664197049001732
FALSE,TRUE,FALSE,1,0,"Alejandro Gonzalez","Dmitry Tursunov","Men'sUSOpen.:Dmitry Tursunov:Alejandro Gonzalez:2014 Alejandro Gonzalez","Men'sUSOpen.:Dmitry Tursunov:Alejandro Gonzalez:2014 Dmitry Tursunov",0.653813367377524,0.664197049001732
TRUE,FALSE,FALSE,0,0,"Alejandro Gonzalez","Dmitry Tursunov","Men'sUSOpen.:Dmitry Tursunov:Alejandro Gonzalez:2014 Alejandro Gonzalez","Men'sUSOpen.:Dmitry Tursunov:Alejandro Gonzalez:2014 Dmitry Tursunov",0.648556561298687,0.664197049001732
TRUE,FALSE,FALSE,1,0,"Alejandro Gonzalez","Dmitry Tursunov","Men'sUSOpen.:Dmitry Tursunov:Alejandro Gonzalez:2014 Alejandro Gonzalez","Men'sUSOpen.:Dmitry Tursunov:Alejandro Gonzalez:2014 Dmitry Tursunov",0.656008040403611,0.664197049001732
TRUE,FALSE,FALSE,0,1,"Alejandro Gonzalez","Dmitry Tursunov","Men'sUSOpen.:Dmitry Tursunov:Alejandro Gonzalez:2014 Alejandro Gonzalez","Men'sUSOpen.:Dmitry Tursunov:Alejandro Gonzalez:2014 Dmitry Tursunov",0.637421291125914,0.664197049001732
TRUE,TRUE,FALSE,0,0,"Alejandro Gonzalez","Dmitry Tursunov","Men'sUSOpen.:Dmitry Tursunov:Alejandro Gonzalez:2014 Alejandro Gonzalez","Men'sUSOpen.:Dmitry Tursunov:Alejandro Gonzalez:2014 Dmitry Tursunov",0.635650178057426,0.664197049001732
TRUE,TRUE,FALSE,0,1,"Alejandro Gonzalez","Dmitry Tursunov","Men'sUSOpen.:Dmitry Tursunov:Alejandro Gonzalez:2014 Alejandro Gonzalez","Men'sUSOpen.:Dmitry Tursunov:Alejandro Gonzalez:2014 Dmitry Tursunov",0.624342838106623,0.664197049001732
FALSE,FALSE,FALSE,0,0,"Alejandro Gonzalez","Gael Monfils","Men'sUSOpen.:Alejandro Gonzalez:Gael Monfils:2014 Alejandro Gonzalez","Men'sUSOpen.:Alejandro Gonzalez:Gael Monfils:2014 Gael Monfils",0.543278042332863,0.533558031496979
FALSE,FALSE,TRUE,0,0,"Alejandro Gonzalez","Gael Monfils","Men'sUSOpen.:Alejandro Gonzalez:Gael Monfils:2014 Alejandro Gonzalez","Men'sUSOpen.:Alejandro Gonzalez:Gael Monfils:2014 Gael Monfils",0.536809764113326,0.533558031496979
FALSE,TRUE,FALSE,0,0,"Alejandro Gonzalez","Gael Monfils","Men'sUSOpen.:Alejandro Gonzalez:Gael Monfils:2014 Alejandro Gonzalez","Men'sUSOpen.:Alejandro Gonzalez:Gael Monfils:2014 Gael Monfils",0.529311335082318,0.533558031496979
FALSE,FALSE,FALSE,0,1,"Alejandro Gonzalez","Gael Monfils","Men'sUSOpen.:Alejandro Gonzalez:Gael Monfils:2014 Alejandro Gonzalez","Men'sUSOpen.:Alejandro Gonzalez:Gael Monfils:2014 Gael Monfils",0.531218146757885,0.533558031496979
FALSE,FALSE,TRUE,0,1,"Alejandro Gonzalez","Gael Monfils","Men'sUSOpen.:Alejandro Gonzalez:Gael Monfils:2014 Alejandro Gonzalez","Men'sUSOpen.:Alejandro Gonzalez:Gael Monfils:2014 Gael Monfils",0.524728488483444,0.533558031496979
FALSE,FALSE,FALSE,1,0,"Alejandro Gonzalez","Gael Monfils","Men'sUSOpen.:Alejandro Gonzalez:Gael Monfils:2014 Alejandro Gonzalez","Men'sUSOpen.:Alejandro Gonzalez:Gael Monfils:2014 Gael Monfils",0.551417782559929,0.533558031496979
FALSE,FALSE,TRUE,1,0,"Alejandro Gonzalez","Gael Monfils","Men'sUSOpen.:Alejandro Gonzalez:Gael Monfils:2014 Alejandro Gonzalez","Men'sUSOpen.:Alejandro Gonzalez:Gael Monfils:2014 Gael Monfils",0.54496822932885,0.533558031496979
FALSE,TRUE,FALSE,0,1,"Alejandro Gonzalez","Gael Monfils","Men'sUSOpen.:Alejandro Gonzalez:Gael Monfils:2014 Alejandro Gonzalez","Men'sUSOpen.:Alejandro Gonzalez:Gael Monfils:2014 Gael Monfils",0.517210377916054,0.533558031496979
FALSE,TRUE,FALSE,1,0,"Alejandro Gonzalez","Gael Monfils","Men'sUSOpen.:Alejandro Gonzalez:Gael Monfils:2014 Alejandro Gonzalez","Men'sUSOpen.:Alejandro Gonzalez:Gael Monfils:2014 Gael Monfils",0.537488080254544,0.533558031496979
TRUE,FALSE,FALSE,0,0,"Alejandro Gonzalez","Gael Monfils","Men'sUSOpen.:Alejandro Gonzalez:Gael Monfils:2014 Alejandro Gonzalez","Men'sUSOpen.:Alejandro Gonzalez:Gael Monfils:2014 Gael Monfils",0.531729997579977,0.533558031496979
TRUE,FALSE,FALSE,1,0,"Alejandro Gonzalez","Gael Monfils","Men'sUSOpen.:Alejandro Gonzalez:Gael Monfils:2014 Alejandro Gonzalez","Men'sUSOpen.:Alejandro Gonzalez:Gael Monfils:2014 Gael Monfils",0.539901248661035,0.533558031496979
TRUE,FALSE,FALSE,0,1,"Alejandro Gonzalez","Gael Monfils","Men'sUSOpen.:Alejandro Gonzalez:Gael Monfils:2014 Alejandro Gonzalez","Men'sUSOpen.:Alejandro Gonzalez:Gael Monfils:2014 Gael Monfils",0.519634790420796,0.533558031496979
TRUE,TRUE,FALSE,0,0,"Alejandro Gonzalez","Gael Monfils","Men'sUSOpen.:Alejandro Gonzalez:Gael Monfils:2014 Alejandro Gonzalez","Men'sUSOpen.:Alejandro Gonzalez:Gael Monfils:2014 Gael Monfils",0.517723637859768,0.533558031496979
