"tiebreak","breakpoint","before_breakpoint","set_up","set_down","serving","returning","serving_match","returning_match","p_noniid","p_iid"
FALSE,FALSE,FALSE,0,0,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini",0.606380186521099,0.606084030260136
FALSE,FALSE,TRUE,0,0,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini",0.600147840000362,0.606084030260136
FALSE,TRUE,FALSE,0,0,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini",0.592897163741193,0.606084030260136
FALSE,FALSE,FALSE,0,1,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini",0.594743603180815,0.606084030260136
FALSE,FALSE,TRUE,0,1,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini",0.588452057444036,0.606084030260136
FALSE,FALSE,FALSE,1,0,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini",0.614193952009864,0.606084030260136
FALSE,FALSE,TRUE,1,0,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini",0.608005346164679,0.606084030260136
FALSE,TRUE,FALSE,0,1,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini",0.58113731743524,0.606084030260136
FALSE,TRUE,FALSE,1,0,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini",0.600802378215579,0.606084030260136
TRUE,FALSE,FALSE,0,0,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini",0.595238942344861,0.606084030260136
TRUE,FALSE,FALSE,1,0,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini",0.603129122273822,0.606084030260136
TRUE,FALSE,FALSE,0,1,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini",0.583499221862454,0.606084030260136
TRUE,TRUE,FALSE,0,0,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini",0.581637588733304,0.606084030260136
TRUE,TRUE,FALSE,0,1,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini",0.569788496292385,0.606084030260136
FALSE,FALSE,FALSE,0,0,"Adrian Mannarino","Pere Riba","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Pere Riba",0.643828480966899,0.640037050252599
FALSE,FALSE,TRUE,0,0,"Adrian Mannarino","Pere Riba","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Pere Riba",0.637834934396442,0.640037050252599
FALSE,TRUE,FALSE,0,0,"Adrian Mannarino","Pere Riba","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Pere Riba",0.630847294814081,0.640037050252599
FALSE,FALSE,FALSE,0,1,"Adrian Mannarino","Pere Riba","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Pere Riba",0.632628261537599,0.640037050252599
FALSE,FALSE,TRUE,0,1,"Adrian Mannarino","Pere Riba","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Pere Riba",0.626555562929158,0.640037050252599
FALSE,FALSE,FALSE,1,0,"Adrian Mannarino","Pere Riba","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Pere Riba",0.651326312842889,0.640037050252599
FALSE,FALSE,TRUE,1,0,"Adrian Mannarino","Pere Riba","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Pere Riba",0.645389444389714,0.640037050252599
FALSE,TRUE,FALSE,0,1,"Adrian Mannarino","Pere Riba","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Pere Riba",0.619480129162311,0.640037050252599
FALSE,TRUE,FALSE,1,0,"Adrian Mannarino","Pere Riba","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Pere Riba",0.638464944524632,0.640037050252599
TRUE,FALSE,FALSE,0,0,"Adrian Mannarino","Pere Riba","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Pere Riba",0.63310586066982,0.640037050252599
TRUE,FALSE,FALSE,1,0,"Adrian Mannarino","Pere Riba","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Pere Riba",0.64070344836994,0.640037050252599
TRUE,FALSE,FALSE,0,1,"Adrian Mannarino","Pere Riba","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Pere Riba",0.621766544157879,0.640037050252599
TRUE,TRUE,FALSE,0,0,"Adrian Mannarino","Pere Riba","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Pere Riba",0.619964553162539,0.640037050252599
TRUE,TRUE,FALSE,0,1,"Adrian Mannarino","Pere Riba","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Pere Riba",0.608470261398011,0.640037050252599
FALSE,FALSE,FALSE,0,0,"Adrian Mannarino","Roberto Bautista-Agut","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Roberto Bautista-Agut",0.584280612656542,0.578132447963139
FALSE,FALSE,TRUE,0,0,"Adrian Mannarino","Roberto Bautista-Agut","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Roberto Bautista-Agut",0.577941903051268,0.578132447963139
FALSE,TRUE,FALSE,0,0,"Adrian Mannarino","Roberto Bautista-Agut","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Roberto Bautista-Agut",0.570576679237695,0.578132447963139
FALSE,FALSE,FALSE,0,1,"Adrian Mannarino","Roberto Bautista-Agut","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Roberto Bautista-Agut",0.572451351576953,0.578132447963139
FALSE,FALSE,TRUE,0,1,"Adrian Mannarino","Roberto Bautista-Agut","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Roberto Bautista-Agut",0.566066229891878,0.578132447963139
FALSE,FALSE,FALSE,1,0,"Adrian Mannarino","Roberto Bautista-Agut","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Roberto Bautista-Agut",0.592238073090424,0.578132447963139
FALSE,FALSE,TRUE,1,0,"Adrian Mannarino","Roberto Bautista-Agut","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Roberto Bautista-Agut",0.585934710459343,0.578132447963139
FALSE,TRUE,FALSE,0,1,"Adrian Mannarino","Roberto Bautista-Agut","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Roberto Bautista-Agut",0.558652026035233,0.578132447963139
FALSE,TRUE,FALSE,1,0,"Adrian Mannarino","Roberto Bautista-Agut","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Roberto Bautista-Agut",0.578607268185237,0.578132447963139
TRUE,FALSE,FALSE,0,0,"Adrian Mannarino","Roberto Bautista-Agut","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Roberto Bautista-Agut",0.572954373633697,0.578132447963139
TRUE,FALSE,FALSE,1,0,"Adrian Mannarino","Roberto Bautista-Agut","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Roberto Bautista-Agut",0.580973152327025,0.578132447963139
TRUE,FALSE,FALSE,0,1,"Adrian Mannarino","Roberto Bautista-Agut","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Roberto Bautista-Agut",0.561044951466223,0.578132447963139
TRUE,TRUE,FALSE,0,0,"Adrian Mannarino","Roberto Bautista-Agut","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Roberto Bautista-Agut",0.559158780680287,0.578132447963139
TRUE,TRUE,FALSE,0,1,"Adrian Mannarino","Roberto Bautista-Agut","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Roberto Bautista-Agut",0.547168697592585,0.578132447963139
FALSE,FALSE,FALSE,0,0,"Albert Ramos","Samuel Groth","Men'sUSOpen.:Samuel Groth:Albert Ramos:2014 Albert Ramos","Men'sUSOpen.:Samuel Groth:Albert Ramos:2014 Samuel Groth",0.689007590777727,0.684772452438314
FALSE,FALSE,TRUE,0,0,"Albert Ramos","Samuel Groth","Men'sUSOpen.:Samuel Groth:Albert Ramos:2014 Albert Ramos","Men'sUSOpen.:Samuel Groth:Albert Ramos:2014 Samuel Groth",0.683400450218865,0.684772452438314
FALSE,TRUE,FALSE,0,0,"Albert Ramos","Samuel Groth","Men'sUSOpen.:Samuel Groth:Albert Ramos:2014 Albert Ramos","Men'sUSOpen.:Samuel Groth:Albert Ramos:2014 Samuel Groth",0.676846544281114,0.684772452438314
FALSE,FALSE,FALSE,0,1,"Albert Ramos","Samuel Groth","Men'sUSOpen.:Samuel Groth:Albert Ramos:2014 Albert Ramos","Men'sUSOpen.:Samuel Groth:Albert Ramos:2014 Samuel Groth",0.678518680962239,0.684772452438314
FALSE,FALSE,TRUE,0,1,"Albert Ramos","Samuel Groth","Men'sUSOpen.:Samuel Groth:Albert Ramos:2014 Albert Ramos","Men'sUSOpen.:Samuel Groth:Albert Ramos:2014 Samuel Groth",0.672812231004197,0.684772452438314
FALSE,FALSE,FALSE,1,0,"Albert Ramos","Samuel Groth","Men'sUSOpen.:Samuel Groth:Albert Ramos:2014 Albert Ramos","Men'sUSOpen.:Samuel Groth:Albert Ramos:2014 Samuel Groth",0.696003417545776,0.684772452438314
FALSE,FALSE,TRUE,1,0,"Albert Ramos","Samuel Groth","Men'sUSOpen.:Samuel Groth:Albert Ramos:2014 Albert Ramos","Men'sUSOpen.:Samuel Groth:Albert Ramos:2014 Samuel Groth",0.690465745493101,0.684772452438314
FALSE,TRUE,FALSE,0,1,"Albert Ramos","Samuel Groth","Men'sUSOpen.:Samuel Groth:Albert Ramos:2014 Albert Ramos","Men'sUSOpen.:Samuel Groth:Albert Ramos:2014 Samuel Groth",0.666146215483098,0.684772452438314
FALSE,TRUE,FALSE,1,0,"Albert Ramos","Samuel Groth","Men'sUSOpen.:Samuel Groth:Albert Ramos:2014 Albert Ramos","Men'sUSOpen.:Samuel Groth:Albert Ramos:2014 Samuel Groth",0.68399046685893,0.684772452438314
TRUE,FALSE,FALSE,0,0,"Albert Ramos","Samuel Groth","Men'sUSOpen.:Samuel Groth:Albert Ramos:2014 Albert Ramos","Men'sUSOpen.:Samuel Groth:Albert Ramos:2014 Samuel Groth",0.67896689534974,0.684772452438314
TRUE,FALSE,FALSE,1,0,"Albert Ramos","Samuel Groth","Men'sUSOpen.:Samuel Groth:Albert Ramos:2014 Albert Ramos","Men'sUSOpen.:Samuel Groth:Albert Ramos:2014 Samuel Groth",0.686085683382621,0.684772452438314
TRUE,FALSE,FALSE,0,1,"Albert Ramos","Samuel Groth","Men'sUSOpen.:Samuel Groth:Albert Ramos:2014 Albert Ramos","Men'sUSOpen.:Samuel Groth:Albert Ramos:2014 Samuel Groth",0.668302368971984,0.684772452438314
TRUE,TRUE,FALSE,0,0,"Albert Ramos","Samuel Groth","Men'sUSOpen.:Samuel Groth:Albert Ramos:2014 Albert Ramos","Men'sUSOpen.:Samuel Groth:Albert Ramos:2014 Samuel Groth",0.666603203857723,0.684772452438314
