"tiebreak","breakpoint","before_breakpoint","set_up","set_down","serving","returning","serving_match","returning_match","tournament","p_noniid","p_iid"
TRUE,TRUE,FALSE,0,1,"Adrian Mannarino","David Ferrer","Men'sAustralianOpen.:David Ferrer:Adrian Mannarino:2014 Adrian Mannarino","Men'sAustralianOpen.:David Ferrer:Adrian Mannarino:2014 David Ferrer","Australian Open",0.495117806008853,0.522510308833084
FALSE,FALSE,FALSE,0,0,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.606380186521099,0.606084030260136
FALSE,FALSE,TRUE,0,0,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.600147840000362,0.606084030260136
FALSE,TRUE,FALSE,0,0,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.592897163741193,0.606084030260136
FALSE,FALSE,FALSE,0,1,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.594743603180815,0.606084030260136
FALSE,FALSE,TRUE,0,1,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.588452057444036,0.606084030260136
FALSE,FALSE,FALSE,1,0,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.614193952009864,0.606084030260136
FALSE,FALSE,TRUE,1,0,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.608005346164679,0.606084030260136
FALSE,TRUE,FALSE,0,1,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.58113731743524,0.606084030260136
FALSE,TRUE,FALSE,1,0,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.600802378215579,0.606084030260136
TRUE,FALSE,FALSE,0,0,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.595238942344861,0.606084030260136
TRUE,FALSE,FALSE,1,0,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.603129122273822,0.606084030260136
TRUE,FALSE,FALSE,0,1,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.583499221862454,0.606084030260136
TRUE,TRUE,FALSE,0,0,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.581637588733304,0.606084030260136
TRUE,TRUE,FALSE,0,1,"Adrian Mannarino","Fabio Fognini","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Fabio Fognini:Adrian Mannarino:2014 Fabio Fognini","US Open",0.569788496292385,0.606084030260136
FALSE,FALSE,FALSE,0,0,"Adrian Mannarino","Guillermo Garcia-Lopez","Men'sFrenchOpen.:Guillermo Garcia-Lopez:Adrian Mannarino:2014 Adrian Mannarino","Men'sFrenchOpen.:Guillermo Garcia-Lopez:Adrian Mannarino:2014 Guillermo Garcia-Lopez","French Open",0.578271132759453,0.569351595802471
FALSE,FALSE,TRUE,0,0,"Adrian Mannarino","Guillermo Garcia-Lopez","Men'sFrenchOpen.:Guillermo Garcia-Lopez:Adrian Mannarino:2014 Adrian Mannarino","Men'sFrenchOpen.:Guillermo Garcia-Lopez:Adrian Mannarino:2014 Guillermo Garcia-Lopez","French Open",0.571907928847136,0.569351595802471
FALSE,TRUE,FALSE,0,0,"Adrian Mannarino","Guillermo Garcia-Lopez","Men'sFrenchOpen.:Guillermo Garcia-Lopez:Adrian Mannarino:2014 Adrian Mannarino","Men'sFrenchOpen.:Guillermo Garcia-Lopez:Adrian Mannarino:2014 Guillermo Garcia-Lopez","French Open",0.564516749987047,0.569351595802471
FALSE,FALSE,FALSE,0,1,"Adrian Mannarino","Guillermo Garcia-Lopez","Men'sFrenchOpen.:Guillermo Garcia-Lopez:Adrian Mannarino:2014 Adrian Mannarino","Men'sFrenchOpen.:Guillermo Garcia-Lopez:Adrian Mannarino:2014 Guillermo Garcia-Lopez","French Open",0.566397773190925,0.569351595802471
FALSE,FALSE,TRUE,0,1,"Adrian Mannarino","Guillermo Garcia-Lopez","Men'sFrenchOpen.:Guillermo Garcia-Lopez:Adrian Mannarino:2014 Adrian Mannarino","Men'sFrenchOpen.:Guillermo Garcia-Lopez:Adrian Mannarino:2014 Guillermo Garcia-Lopez","French Open",0.559991735126035,0.569351595802471
FALSE,FALSE,FALSE,1,0,"Adrian Mannarino","Guillermo Garcia-Lopez","Men'sFrenchOpen.:Guillermo Garcia-Lopez:Adrian Mannarino:2014 Adrian Mannarino","Men'sFrenchOpen.:Guillermo Garcia-Lopez:Adrian Mannarino:2014 Guillermo Garcia-Lopez","French Open",0.586262168729892,0.569351595802471
FALSE,FALSE,TRUE,1,0,"Adrian Mannarino","Guillermo Garcia-Lopez","Men'sFrenchOpen.:Guillermo Garcia-Lopez:Adrian Mannarino:2014 Adrian Mannarino","Men'sFrenchOpen.:Guillermo Garcia-Lopez:Adrian Mannarino:2014 Guillermo Garcia-Lopez","French Open",0.57993195076998,0.569351595802471
FALSE,TRUE,FALSE,0,1,"Adrian Mannarino","Guillermo Garcia-Lopez","Men'sFrenchOpen.:Guillermo Garcia-Lopez:Adrian Mannarino:2014 Adrian Mannarino","Men'sFrenchOpen.:Guillermo Garcia-Lopez:Adrian Mannarino:2014 Guillermo Garcia-Lopez","French Open",0.552555781769581,0.569351595802471
FALSE,TRUE,FALSE,1,0,"Adrian Mannarino","Guillermo Garcia-Lopez","Men'sFrenchOpen.:Guillermo Garcia-Lopez:Adrian Mannarino:2014 Adrian Mannarino","Men'sFrenchOpen.:Guillermo Garcia-Lopez:Adrian Mannarino:2014 Guillermo Garcia-Lopez","French Open",0.572575771372177,0.569351595802471
TRUE,FALSE,FALSE,0,0,"Adrian Mannarino","Guillermo Garcia-Lopez","Men'sFrenchOpen.:Guillermo Garcia-Lopez:Adrian Mannarino:2014 Adrian Mannarino","Men'sFrenchOpen.:Guillermo Garcia-Lopez:Adrian Mannarino:2014 Guillermo Garcia-Lopez","French Open",0.566902529028285,0.569351595802471
TRUE,FALSE,FALSE,1,0,"Adrian Mannarino","Guillermo Garcia-Lopez","Men'sFrenchOpen.:Guillermo Garcia-Lopez:Adrian Mannarino:2014 Adrian Mannarino","Men'sFrenchOpen.:Guillermo Garcia-Lopez:Adrian Mannarino:2014 Guillermo Garcia-Lopez","French Open",0.574950642619579,0.569351595802471
TRUE,FALSE,FALSE,0,1,"Adrian Mannarino","Guillermo Garcia-Lopez","Men'sFrenchOpen.:Guillermo Garcia-Lopez:Adrian Mannarino:2014 Adrian Mannarino","Men'sFrenchOpen.:Guillermo Garcia-Lopez:Adrian Mannarino:2014 Guillermo Garcia-Lopez","French Open",0.554955428849731,0.569351595802471
TRUE,TRUE,FALSE,0,0,"Adrian Mannarino","Guillermo Garcia-Lopez","Men'sFrenchOpen.:Guillermo Garcia-Lopez:Adrian Mannarino:2014 Adrian Mannarino","Men'sFrenchOpen.:Guillermo Garcia-Lopez:Adrian Mannarino:2014 Guillermo Garcia-Lopez","French Open",0.553063936172168,0.569351595802471
TRUE,TRUE,FALSE,0,1,"Adrian Mannarino","Guillermo Garcia-Lopez","Men'sFrenchOpen.:Guillermo Garcia-Lopez:Adrian Mannarino:2014 Adrian Mannarino","Men'sFrenchOpen.:Guillermo Garcia-Lopez:Adrian Mannarino:2014 Guillermo Garcia-Lopez","French Open",0.541044146830551,0.569351595802471
FALSE,FALSE,FALSE,0,0,"Adrian Mannarino","Pere Riba","Gentlemen'sWimbledonSingles.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Gentlemen'sWimbledonSingles.:Pere Riba:Adrian Mannarino:2014 Pere Riba","Wimbledon",0.672227349132944,0.673697662822155
FALSE,FALSE,TRUE,0,0,"Adrian Mannarino","Pere Riba","Gentlemen'sWimbledonSingles.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Gentlemen'sWimbledonSingles.:Pere Riba:Adrian Mannarino:2014 Pere Riba","Wimbledon",0.66646412007564,0.673697662822155
FALSE,TRUE,FALSE,0,0,"Adrian Mannarino","Pere Riba","Gentlemen'sWimbledonSingles.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Gentlemen'sWimbledonSingles.:Pere Riba:Adrian Mannarino:2014 Pere Riba","Wimbledon",0.659734179345982,0.673697662822155
FALSE,FALSE,FALSE,0,1,"Adrian Mannarino","Pere Riba","Gentlemen'sWimbledonSingles.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Gentlemen'sWimbledonSingles.:Pere Riba:Adrian Mannarino:2014 Pere Riba","Wimbledon",0.661450572936646,0.673697662822155
FALSE,FALSE,TRUE,0,1,"Adrian Mannarino","Pere Riba","Gentlemen'sWimbledonSingles.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Gentlemen'sWimbledonSingles.:Pere Riba:Adrian Mannarino:2014 Pere Riba","Wimbledon",0.655594936994838,0.673697662822155
FALSE,FALSE,FALSE,1,0,"Adrian Mannarino","Pere Riba","Gentlemen'sWimbledonSingles.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Gentlemen'sWimbledonSingles.:Pere Riba:Adrian Mannarino:2014 Pere Riba","Wimbledon",0.679425022542997,0.673697662822155
FALSE,FALSE,TRUE,1,0,"Adrian Mannarino","Pere Riba","Gentlemen'sWimbledonSingles.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Gentlemen'sWimbledonSingles.:Pere Riba:Adrian Mannarino:2014 Pere Riba","Wimbledon",0.673726924497746,0.673697662822155
FALSE,TRUE,FALSE,0,1,"Adrian Mannarino","Pere Riba","Gentlemen'sWimbledonSingles.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Gentlemen'sWimbledonSingles.:Pere Riba:Adrian Mannarino:2014 Pere Riba","Wimbledon",0.648761264923781,0.673697662822155
FALSE,TRUE,FALSE,1,0,"Adrian Mannarino","Pere Riba","Gentlemen'sWimbledonSingles.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Gentlemen'sWimbledonSingles.:Pere Riba:Adrian Mannarino:2014 Pere Riba","Wimbledon",0.667070323099149,0.673697662822155
TRUE,FALSE,FALSE,0,0,"Adrian Mannarino","Pere Riba","Gentlemen'sWimbledonSingles.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Gentlemen'sWimbledonSingles.:Pere Riba:Adrian Mannarino:2014 Pere Riba","Wimbledon",0.661910726674442,0.673697662822155
TRUE,FALSE,FALSE,1,0,"Adrian Mannarino","Pere Riba","Gentlemen'sWimbledonSingles.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Gentlemen'sWimbledonSingles.:Pere Riba:Adrian Mannarino:2014 Pere Riba","Wimbledon",0.669223471894652,0.673697662822155
TRUE,FALSE,FALSE,0,1,"Adrian Mannarino","Pere Riba","Gentlemen'sWimbledonSingles.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Gentlemen'sWimbledonSingles.:Pere Riba:Adrian Mannarino:2014 Pere Riba","Wimbledon",0.650970868313511,0.673697662822155
TRUE,TRUE,FALSE,0,0,"Adrian Mannarino","Pere Riba","Gentlemen'sWimbledonSingles.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Gentlemen'sWimbledonSingles.:Pere Riba:Adrian Mannarino:2014 Pere Riba","Wimbledon",0.649229519590825,0.673697662822155
TRUE,TRUE,FALSE,0,1,"Adrian Mannarino","Pere Riba","Gentlemen'sWimbledonSingles.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Gentlemen'sWimbledonSingles.:Pere Riba:Adrian Mannarino:2014 Pere Riba","Wimbledon",0.638103673804003,0.673697662822155
FALSE,FALSE,FALSE,0,0,"Adrian Mannarino","Pere Riba","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Pere Riba","US Open",0.643828480966899,0.640037050252599
FALSE,FALSE,TRUE,0,0,"Adrian Mannarino","Pere Riba","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Pere Riba","US Open",0.637834934396442,0.640037050252599
FALSE,TRUE,FALSE,0,0,"Adrian Mannarino","Pere Riba","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Pere Riba","US Open",0.630847294814081,0.640037050252599
FALSE,FALSE,FALSE,0,1,"Adrian Mannarino","Pere Riba","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Pere Riba","US Open",0.632628261537599,0.640037050252599
FALSE,FALSE,TRUE,0,1,"Adrian Mannarino","Pere Riba","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Pere Riba","US Open",0.626555562929158,0.640037050252599
FALSE,FALSE,FALSE,1,0,"Adrian Mannarino","Pere Riba","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Pere Riba","US Open",0.651326312842889,0.640037050252599
FALSE,FALSE,TRUE,1,0,"Adrian Mannarino","Pere Riba","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Pere Riba","US Open",0.645389444389714,0.640037050252599
FALSE,TRUE,FALSE,0,1,"Adrian Mannarino","Pere Riba","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Pere Riba","US Open",0.619480129162311,0.640037050252599
FALSE,TRUE,FALSE,1,0,"Adrian Mannarino","Pere Riba","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Pere Riba","US Open",0.638464944524632,0.640037050252599
TRUE,FALSE,FALSE,0,0,"Adrian Mannarino","Pere Riba","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Pere Riba","US Open",0.63310586066982,0.640037050252599
TRUE,FALSE,FALSE,1,0,"Adrian Mannarino","Pere Riba","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Pere Riba","US Open",0.64070344836994,0.640037050252599
TRUE,FALSE,FALSE,0,1,"Adrian Mannarino","Pere Riba","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Pere Riba","US Open",0.621766544157879,0.640037050252599
TRUE,TRUE,FALSE,0,0,"Adrian Mannarino","Pere Riba","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Pere Riba","US Open",0.619964553162539,0.640037050252599
TRUE,TRUE,FALSE,0,1,"Adrian Mannarino","Pere Riba","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Pere Riba:Adrian Mannarino:2014 Pere Riba","US Open",0.608470261398011,0.640037050252599
FALSE,FALSE,FALSE,0,0,"Adrian Mannarino","Roberto Bautista-Agut","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Roberto Bautista-Agut","US Open",0.584280612656542,0.578132447963139
FALSE,FALSE,TRUE,0,0,"Adrian Mannarino","Roberto Bautista-Agut","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Roberto Bautista-Agut","US Open",0.577941903051268,0.578132447963139
FALSE,TRUE,FALSE,0,0,"Adrian Mannarino","Roberto Bautista-Agut","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Roberto Bautista-Agut","US Open",0.570576679237695,0.578132447963139
FALSE,FALSE,FALSE,0,1,"Adrian Mannarino","Roberto Bautista-Agut","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Roberto Bautista-Agut","US Open",0.572451351576953,0.578132447963139
FALSE,FALSE,TRUE,0,1,"Adrian Mannarino","Roberto Bautista-Agut","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Roberto Bautista-Agut","US Open",0.566066229891878,0.578132447963139
FALSE,FALSE,FALSE,1,0,"Adrian Mannarino","Roberto Bautista-Agut","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Roberto Bautista-Agut","US Open",0.592238073090424,0.578132447963139
FALSE,FALSE,TRUE,1,0,"Adrian Mannarino","Roberto Bautista-Agut","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Roberto Bautista-Agut","US Open",0.585934710459343,0.578132447963139
FALSE,TRUE,FALSE,0,1,"Adrian Mannarino","Roberto Bautista-Agut","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Roberto Bautista-Agut","US Open",0.558652026035233,0.578132447963139
FALSE,TRUE,FALSE,1,0,"Adrian Mannarino","Roberto Bautista-Agut","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Roberto Bautista-Agut","US Open",0.578607268185237,0.578132447963139
TRUE,FALSE,FALSE,0,0,"Adrian Mannarino","Roberto Bautista-Agut","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Roberto Bautista-Agut","US Open",0.572954373633697,0.578132447963139
TRUE,FALSE,FALSE,1,0,"Adrian Mannarino","Roberto Bautista-Agut","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Roberto Bautista-Agut","US Open",0.580973152327025,0.578132447963139
TRUE,FALSE,FALSE,0,1,"Adrian Mannarino","Roberto Bautista-Agut","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Roberto Bautista-Agut","US Open",0.561044951466223,0.578132447963139
TRUE,TRUE,FALSE,0,0,"Adrian Mannarino","Roberto Bautista-Agut","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Roberto Bautista-Agut","US Open",0.559158780680287,0.578132447963139
TRUE,TRUE,FALSE,0,1,"Adrian Mannarino","Roberto Bautista-Agut","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Adrian Mannarino","Men'sUSOpen.:Roberto Bautista-Agut:Adrian Mannarino:2014 Roberto Bautista-Agut","US Open",0.547168697592585,0.578132447963139
FALSE,FALSE,FALSE,0,0,"Adrian Mannarino","Steve Johnson","Men'sAustralianOpen.:Steve Johnson:Adrian Mannarino:2014 Adrian Mannarino","Men'sAustralianOpen.:Steve Johnson:Adrian Mannarino:2014 Steve Johnson","Australian Open",0.649605033593806,0.646128603537124
FALSE,FALSE,TRUE,0,0,"Adrian Mannarino","Steve Johnson","Men'sAustralianOpen.:Steve Johnson:Adrian Mannarino:2014 Adrian Mannarino","Men'sAustralianOpen.:Steve Johnson:Adrian Mannarino:2014 Steve Johnson","Australian Open",0.64365489164516,0.646128603537124
FALSE,TRUE,FALSE,0,0,"Adrian Mannarino","Steve Johnson","Men'sAustralianOpen.:Steve Johnson:Adrian Mannarino:2014 Adrian Mannarino","Men'sAustralianOpen.:Steve Johnson:Adrian Mannarino:2014 Steve Johnson","Australian Open",0.636715586615621,0.646128603537124
FALSE,FALSE,FALSE,0,1,"Adrian Mannarino","Steve Johnson","Men'sAustralianOpen.:Steve Johnson:Adrian Mannarino:2014 Adrian Mannarino","Men'sAustralianOpen.:Steve Johnson:Adrian Mannarino:2014 Steve Johnson","Australian Open",0.638484466165076,0.646128603537124
FALSE,FALSE,TRUE,0,1,"Adrian Mannarino","Steve Johnson","Men'sAustralianOpen.:Steve Johnson:Adrian Mannarino:2014 Adrian Mannarino","Men'sAustralianOpen.:Steve Johnson:Adrian Mannarino:2014 Steve Johnson","Australian Open",0.632452329762858,0.646128603537124
FALSE,FALSE,FALSE,1,0,"Adrian Mannarino","Steve Johnson","Men'sAustralianOpen.:Steve Johnson:Adrian Mannarino:2014 Adrian Mannarino","Men'sAustralianOpen.:Steve Johnson:Adrian Mannarino:2014 Steve Johnson","Australian Open",0.657046037718945,0.646128603537124
FALSE,FALSE,TRUE,1,0,"Adrian Mannarino","Steve Johnson","Men'sAustralianOpen.:Steve Johnson:Adrian Mannarino:2014 Adrian Mannarino","Men'sAustralianOpen.:Steve Johnson:Adrian Mannarino:2014 Steve Johnson","Australian Open",0.651154397793637,0.646128603537124
FALSE,TRUE,FALSE,0,1,"Adrian Mannarino","Steve Johnson","Men'sAustralianOpen.:Steve Johnson:Adrian Mannarino:2014 Adrian Mannarino","Men'sAustralianOpen.:Steve Johnson:Adrian Mannarino:2014 Steve Johnson","Australian Open",0.62542182667826,0.646128603537124
