"tiebreak","breakpoint","before_breakpoint","set_up","set_down","serving","returning","serving_match","returning_match","p_iid","p_noniid","server_win","server_rank","return_win","return_rank"
TRUE,FALSE,FALSE,0,1,"andreas seppi","donald young","Men'sAustralianOpen.:Donald Young:Andreas Seppi:2014 andreas seppi","Men'sAustralianOpen.:Donald Young:Andreas Seppi:2014 donald young",0.613810874504276,0.640392742074708,0,25,1,91
TRUE,TRUE,FALSE,0,0,"andreas seppi","donald young","Men'sAustralianOpen.:Donald Young:Andreas Seppi:2014 andreas seppi","Men'sAustralianOpen.:Donald Young:Andreas Seppi:2014 donald young",0.613810874504276,0.610741942507522,0,25,1,91
TRUE,TRUE,FALSE,1,0,"andreas seppi","donald young","Men'sAustralianOpen.:Donald Young:Andreas Seppi:2014 andreas seppi","Men'sAustralianOpen.:Donald Young:Andreas Seppi:2014 donald young",0.613810874504276,0.621390778822144,0,25,1,91
FALSE,FALSE,FALSE,0,0,"donald young","kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori",0.49782666324692,0.51277038525392,0,91,1,17
FALSE,FALSE,TRUE,0,0,"donald young","kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori",0.49782666324692,0.496744933197742,0,91,1,17
FALSE,FALSE,FALSE,0,1,"donald young","kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori",0.49782666324692,0.521704714857289,0,91,1,17
FALSE,FALSE,TRUE,0,1,"donald young","kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori",0.49782666324692,0.505689841997762,0,91,1,17
FALSE,FALSE,FALSE,1,0,"donald young","kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori",0.49782666324692,0.525526820546404,0,91,1,17
FALSE,FALSE,TRUE,1,0,"donald young","kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori",0.49782666324692,0.509519607150234,0,91,1,17
FALSE,TRUE,FALSE,0,1,"donald young","kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori",0.49782666324692,0.507566264191877,0,91,1,17
FALSE,TRUE,TRUE,0,1,"donald young","kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori",0.49782666324692,0.491539373489418,0,91,1,17
FALSE,TRUE,FALSE,1,0,"donald young","kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori",0.49782666324692,0.511395538161057,0,91,1,17
FALSE,TRUE,FALSE,0,0,"donald young","kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori",0.49782666324692,0.498621644892666,0,91,1,17
FALSE,TRUE,TRUE,0,0,"donald young","kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori",0.49782666324692,0.482600394094326,0,91,1,17
FALSE,TRUE,TRUE,1,0,"donald young","kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori",0.49782666324692,0.495369368278636,0,91,1,17
TRUE,FALSE,FALSE,0,0,"donald young","kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori",0.49782666324692,0.502332262455067,0,91,1,17
TRUE,FALSE,FALSE,1,0,"donald young","kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori",0.49782666324692,0.515103553459179,0,91,1,17
TRUE,FALSE,FALSE,0,1,"donald young","kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori",0.49782666324692,0.511275567787903,0,91,1,17
TRUE,TRUE,FALSE,0,0,"donald young","kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori",0.49782666324692,0.48818295854296,0,91,1,17
TRUE,TRUE,FALSE,1,0,"donald young","kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori",0.49782666324692,0.500956626872173,0,91,1,17
FALSE,FALSE,FALSE,0,0,"kei nishikori","donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young",0.646090691118712,0.648343417836015,1,17,0,91
FALSE,FALSE,TRUE,0,0,"kei nishikori","donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young",0.646090691118712,0.651271832441074,1,17,0,91
FALSE,FALSE,FALSE,0,1,"kei nishikori","donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young",0.646090691118712,0.64395264241854,1,17,0,91
FALSE,FALSE,TRUE,0,1,"kei nishikori","donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young",0.646090691118712,0.646897707504576,1,17,0,91
FALSE,FALSE,FALSE,1,0,"kei nishikori","donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young",0.646090691118712,0.657162195100877,1,17,0,91
FALSE,FALSE,TRUE,1,0,"kei nishikori","donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young",0.646090691118712,0.660055677165051,1,17,0,91
FALSE,TRUE,FALSE,0,1,"kei nishikori","donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young",0.646090691118712,0.634761332703822,1,17,0,91
FALSE,TRUE,TRUE,0,1,"kei nishikori","donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young",0.646090691118712,0.637739654981487,1,17,0,91
FALSE,TRUE,FALSE,1,0,"kei nishikori","donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young",0.646090691118712,0.648125554270815,1,17,0,91
FALSE,TRUE,FALSE,0,0,"kei nishikori","donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young",0.646090691118712,0.639201948408388,1,17,0,91
FALSE,TRUE,TRUE,0,0,"kei nishikori","donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young",0.646090691118712,0.642164473086681,1,17,0,91
FALSE,TRUE,TRUE,1,0,"kei nishikori","donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young",0.646090691118712,0.651054806680075,1,17,0,91
TRUE,FALSE,FALSE,0,0,"kei nishikori","donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young",0.646090691118712,0.646447688850923,1,17,0,91
TRUE,FALSE,FALSE,1,0,"kei nishikori","donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young",0.646090691118712,0.655288730388832,1,17,0,91
TRUE,FALSE,FALSE,0,1,"kei nishikori","donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young",0.646090691118712,0.642046311749091,1,17,0,91
TRUE,TRUE,FALSE,0,0,"kei nishikori","donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young",0.646090691118712,0.637284508960952,1,17,0,91
TRUE,TRUE,FALSE,1,0,"kei nishikori","donald young","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Donald Young:Kei Nishikori:2014 donald young",0.646090691118712,0.646229291668904,1,17,0,91
FALSE,FALSE,FALSE,0,0,"dusan lajovic","kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori",0.53157577549429,0.541993948356487,0,117,1,17
FALSE,FALSE,TRUE,0,0,"dusan lajovic","kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori",0.53157577549429,0.528111358468126,0,117,1,17
FALSE,FALSE,FALSE,0,1,"dusan lajovic","kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori",0.53157577549429,0.557824129897772,0,117,1,17
FALSE,FALSE,TRUE,0,1,"dusan lajovic","kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori",0.53157577549429,0.544017686157053,0,117,1,17
FALSE,FALSE,FALSE,1,0,"dusan lajovic","kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori",0.53157577549429,0.553389056388362,0,117,1,17
FALSE,FALSE,TRUE,1,0,"dusan lajovic","kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori",0.53157577549429,0.539558437366476,0,117,1,17
FALSE,TRUE,FALSE,0,1,"dusan lajovic","kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori",0.53157577549429,0.552150133217882,0,117,1,17
FALSE,TRUE,TRUE,0,1,"dusan lajovic","kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori",0.53157577549429,0.538313156410343,0,117,1,17
FALSE,TRUE,FALSE,1,0,"dusan lajovic","kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori",0.53157577549429,0.547704293395178,0,117,1,17
FALSE,TRUE,FALSE,0,0,"dusan lajovic","kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori",0.53157577549429,0.536285681405528,0,117,1,17
FALSE,TRUE,TRUE,0,0,"dusan lajovic","kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori",0.53157577549429,0.522382540354321,0,117,1,17
FALSE,TRUE,TRUE,1,0,"dusan lajovic","kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori",0.53157577549429,0.533845922984812,0,117,1,17
TRUE,FALSE,FALSE,0,0,"dusan lajovic","kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori",0.53157577549429,0.533269097123434,0,117,1,17
TRUE,FALSE,FALSE,1,0,"dusan lajovic","kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori",0.53157577549429,0.544698926315437,0,117,1,17
TRUE,FALSE,FALSE,0,1,"dusan lajovic","kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori",0.53157577549429,0.54914999011878,0,117,1,17
TRUE,TRUE,FALSE,0,0,"dusan lajovic","kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori",0.53157577549429,0.527546878171437,0,117,1,17
TRUE,TRUE,FALSE,1,0,"dusan lajovic","kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori",0.53157577549429,0.538995697059237,0,117,1,17
FALSE,FALSE,FALSE,0,0,"kei nishikori","dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic",0.685773344489001,0.686363042347419,1,17,0,117
FALSE,FALSE,TRUE,0,0,"kei nishikori","dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic",0.685773344489001,0.686604646581623,1,17,0,117
FALSE,FALSE,FALSE,0,1,"kei nishikori","dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic",0.685773344489001,0.6852758030514,1,17,0,117
FALSE,FALSE,TRUE,0,1,"kei nishikori","dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic",0.685773344489001,0.685517861073007,1,17,0,117
FALSE,FALSE,FALSE,1,0,"kei nishikori","dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic",0.685773344489001,0.691335773502574,1,17,0,117
FALSE,FALSE,TRUE,1,0,"kei nishikori","dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic",0.685773344489001,0.691575268432099,1,17,0,117
FALSE,TRUE,FALSE,0,1,"kei nishikori","dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic",0.685773344489001,0.676173901719289,1,17,0,117
FALSE,TRUE,TRUE,0,1,"kei nishikori","dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic",0.685773344489001,0.676419654610583,1,17,0,117
FALSE,TRUE,FALSE,1,0,"kei nishikori","dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic",0.685773344489001,0.682327884964139,1,17,0,117
FALSE,TRUE,FALSE,0,0,"kei nishikori","dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic",0.685773344489001,0.67727777644143,1,17,0,117
FALSE,TRUE,TRUE,0,0,"kei nishikori","dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic",0.685773344489001,0.677523091125493,1,17,0,117
FALSE,TRUE,TRUE,1,0,"kei nishikori","dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic",0.685773344489001,0.682571160030461,1,17,0,117
TRUE,FALSE,FALSE,0,0,"kei nishikori","dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic",0.685773344489001,0.683273806738141,1,17,0,117
TRUE,FALSE,FALSE,1,0,"kei nishikori","dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic",0.685773344489001,0.688273272559268,1,17,0,117
TRUE,FALSE,FALSE,0,1,"kei nishikori","dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic",0.685773344489001,0.682180817225184,1,17,0,117
TRUE,TRUE,FALSE,0,0,"kei nishikori","dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic",0.685773344489001,0.674141538615543,1,17,0,117
TRUE,TRUE,FALSE,1,0,"kei nishikori","dusan lajovic","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 kei nishikori","Men'sAustralianOpen.:Dusan Lajovic:Kei Nishikori:2014 dusan lajovic",0.685773344489001,0.679217479716645,1,17,0,117
FALSE,FALSE,FALSE,0,0,"edouard roger vasselin","guillermo garcia lopez","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 edouard roger vasselin","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 guillermo garcia lopez",0.619465325094151,0.623255299727141,1,40,0,58
FALSE,FALSE,TRUE,0,0,"edouard roger vasselin","guillermo garcia lopez","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 edouard roger vasselin","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 guillermo garcia lopez",0.619465325094151,0.622202126878365,1,40,0,58
FALSE,FALSE,FALSE,0,1,"edouard roger vasselin","guillermo garcia lopez","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 edouard roger vasselin","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 guillermo garcia lopez",0.619465325094151,0.635428086135925,1,40,0,58
FALSE,FALSE,TRUE,0,1,"edouard roger vasselin","guillermo garcia lopez","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 edouard roger vasselin","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 guillermo garcia lopez",0.619465325094151,0.634388980142736,1,40,0,58
FALSE,FALSE,FALSE,1,0,"edouard roger vasselin","guillermo garcia lopez","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 edouard roger vasselin","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 guillermo garcia lopez",0.619465325094151,0.633848505913987,1,40,0,58
FALSE,FALSE,TRUE,1,0,"edouard roger vasselin","guillermo garcia lopez","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 edouard roger vasselin","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 guillermo garcia lopez",0.619465325094151,0.632807499418868,1,40,0,58
FALSE,TRUE,FALSE,0,1,"edouard roger vasselin","guillermo garcia lopez","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 edouard roger vasselin","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 guillermo garcia lopez",0.619465325094151,0.626705379127675,1,40,0,58
FALSE,TRUE,TRUE,0,1,"edouard roger vasselin","guillermo garcia lopez","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 edouard roger vasselin","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 guillermo garcia lopez",0.619465325094151,0.625656058048722,1,40,0,58
FALSE,TRUE,FALSE,1,0,"edouard roger vasselin","guillermo garcia lopez","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 edouard roger vasselin","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 guillermo garcia lopez",0.619465325094151,0.625110303067255,1,40,0,58
FALSE,TRUE,FALSE,0,0,"edouard roger vasselin","guillermo garcia lopez","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 edouard roger vasselin","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 guillermo garcia lopez",0.619465325094151,0.614418077197075,1,40,0,58
FALSE,TRUE,TRUE,0,0,"edouard roger vasselin","guillermo garcia lopez","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 edouard roger vasselin","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 guillermo garcia lopez",0.619465325094151,0.613355525771821,1,40,0,58
FALSE,TRUE,TRUE,1,0,"edouard roger vasselin","guillermo garcia lopez","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 edouard roger vasselin","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 guillermo garcia lopez",0.619465325094151,0.624059187912408,1,40,0,58
TRUE,FALSE,FALSE,0,0,"edouard roger vasselin","guillermo garcia lopez","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 edouard roger vasselin","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 guillermo garcia lopez",0.619465325094151,0.617140826659971,1,40,0,58
TRUE,FALSE,FALSE,1,0,"edouard roger vasselin","guillermo garcia lopez","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 edouard roger vasselin","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 guillermo garcia lopez",0.619465325094151,0.62780328741257,1,40,0,58
TRUE,FALSE,FALSE,0,1,"edouard roger vasselin","guillermo garcia lopez","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 edouard roger vasselin","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 guillermo garcia lopez",0.619465325094151,0.629393698494141,1,40,0,58
TRUE,TRUE,FALSE,0,0,"edouard roger vasselin","guillermo garcia lopez","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 edouard roger vasselin","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 guillermo garcia lopez",0.619465325094151,0.608250329155392,1,40,0,58
TRUE,TRUE,FALSE,1,0,"edouard roger vasselin","guillermo garcia lopez","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 edouard roger vasselin","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 guillermo garcia lopez",0.619465325094151,0.619007532466152,1,40,0,58
FALSE,FALSE,FALSE,0,0,"guillermo garcia lopez","edouard roger vasselin","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 guillermo garcia lopez","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 edouard roger vasselin",0.592957150078306,0.601790368497993,0,58,1,40
FALSE,FALSE,TRUE,0,0,"guillermo garcia lopez","edouard roger vasselin","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 guillermo garcia lopez","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 edouard roger vasselin",0.592957150078306,0.591205825809644,0,58,1,40
FALSE,FALSE,FALSE,0,1,"guillermo garcia lopez","edouard roger vasselin","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 guillermo garcia lopez","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 edouard roger vasselin",0.592957150078306,0.608616583571127,0,58,1,40
FALSE,FALSE,TRUE,0,1,"guillermo garcia lopez","edouard roger vasselin","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 guillermo garcia lopez","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 edouard roger vasselin",0.592957150078306,0.598092306585718,0,58,1,40
FALSE,FALSE,FALSE,1,0,"guillermo garcia lopez","edouard roger vasselin","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 guillermo garcia lopez","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 edouard roger vasselin",0.592957150078306,0.607750032684467,0,58,1,40
FALSE,FALSE,TRUE,1,0,"guillermo garcia lopez","edouard roger vasselin","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 guillermo garcia lopez","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 edouard roger vasselin",0.592957150078306,0.597217875118363,0,58,1,40
FALSE,TRUE,FALSE,0,1,"guillermo garcia lopez","edouard roger vasselin","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 guillermo garcia lopez","Men'sAustralianOpen.:Edouard Roger-Vasselin:Guillermo Garcia-Lopez:2014 edouard roger vasselin",0.592957150078306,0.605241682647263,0,58,1,40
